season,scheme,state_name,district_name,area_insured,sum_insured,farmer_share,goi_share,state_share,iu_count,gross_premium
rabi,WBCIS,Uttar Pradesh,Mirzapur,0,0.6491,0.0325,0.0227,0.0227,1,0.08
rabi,WBCIS,Uttar Pradesh,Saharanpur,0.08,53.17,2.66,2.02,2.02,2,6.7
rabi,WBCIS,Uttar Pradesh,Sitapur,0,0.567,0.0284,0.0198,0.0198,1,0.07
rabi,WBCIS,Uttar Pradesh,Sonbhadra,0.12,57.64,2.88,0.8647,0.8647,2,4.61
rabi,WBCIS,Uttar Pradesh,Sultanpur,0,0.399,0.0199,0.014,0.014,1,0.05
rabi,WBCIS,Uttar Pradesh,Unnao,0.01,3.57,0.1785,0.2677,0.2677,3,0.71
rabi,PMFBY,Uttarakhand,Almora,0.71,372.29,5.58,2.33,2.33,16,10.24
rabi,PMFBY,Uttarakhand,Bageshwar,0.37,148.67,2.23,0.2229,0.2229,7,2.68
rabi,PMFBY,Uttarakhand,Chamoli,0.15,64.9,0.9734,0.4056,0.4056,12,1.78
rabi,PMFBY,Uttarakhand,Champawat,0.1,40.91,0.6136,0.0409,0.0409,7,0.7
rabi,PMFBY,Uttarakhand,Dehradun,1.74,1161.31,17.42,65.67,65.67,25,148.76
rabi,PMFBY,Uttarakhand,,0.16,65.99,0.9899,0.5631,0.5631,14,2.12
rabi,PMFBY,Uttarakhand,,0.43,369.2,5.54,7.38,7.38,50,20.3
rabi,PMFBY,Uttarakhand,Nainital,1.62,1119.49,16.79,7.98,7.98,23,32.75
rabi,PMFBY,Uttarakhand,Pithoragarh,0.86,352,5.28,0.4506,0.4506,14,6.18
rabi,PMFBY,Uttarakhand,Rudra Prayag,0.52,206.16,3.09,2.58,2.58,4,8.25
rabi,PMFBY,Uttarakhand,Tehri Garhwal,0.46,182.34,2.74,3.19,3.19,14,9.12
rabi,PMFBY,Uttarakhand,,24.43,19056.1,285.84,228.67,228.67,40,743.18
rabi,PMFBY,Uttarakhand,Uttar Kashi,0.84,583.08,8.75,18.66,18.66,10,46.07
rabi,WBCIS,Uttarakhand,Almora,5.29,70.88,3.54,10.89,10.89,14,25.32
rabi,WBCIS,Uttarakhand,Bageshwar,3.47,55.39,2.77,9.62,9.62,6,22.01
rabi,WBCIS,Uttarakhand,Chamoli,68.06,1339.14,66.96,155.66,155.66,7,378.28
rabi,WBCIS,Uttarakhand,Champawat,3.05,22.23,1.06,0.0322,0.0322,6,1.12
rabi,WBCIS,Uttarakhand,Dehradun,312.77,6457.16,322.86,1004.24,1004.24,7,2331.34
rabi,WBCIS,Uttarakhand,,0.77,12.05,0.6026,0.2,0.2,4,1
rabi,WBCIS,Uttarakhand,,18.92,193.92,9.7,2.88,2.88,5,15.46
rabi,WBCIS,Uttarakhand,Nainital,168.56,3271.52,163.53,263.78,263.78,8,691.09
rabi,WBCIS,Uttarakhand,Pithoragarh,0.87,7.56,0.3778,1.15,1.15,7,2.68
rabi,WBCIS,Uttarakhand,Rudra Prayag,0.01,0.175,0.0088,0.0022,0.0022,1,0.01
rabi,WBCIS,Uttarakhand,Tehri Garhwal,38.92,872.73,43.64,66.29,66.29,9,176.22
rabi,WBCIS,Uttarakhand,,0,1.63,0.0652,0,0,2,0.07
rabi,WBCIS,Uttarakhand,Uttar Kashi,267.76,4735.66,236.78,679.71,679.71,10,1596.2
kharif,PMFBY,Andaman And Nicobar Islands,,0,0.6794,0.0034,0.0238,0.034,1,0.06
kharif,PMFBY,Andaman And Nicobar Islands,,0.23,153.95,0.7697,5.39,7.7,15,13.86
kharif,PMFBY,Andaman And Nicobar Islands,,0.01,8.18,0.0409,0.2862,0.4088,3,0.74
kharif,PMFBY,Assam,Baksa,4.88,2888.94,0.5497,92.44,67.82,13,160.81
kharif,PMFBY,Assam,Barpeta,45.85,25264.32,0.9284,542.91,603.73,8,1147.57
kharif,PMFBY,Assam,Bongaigaon,62.11,35779.48,1.23,2663.95,1010.35,3,3675.53
kharif,PMFBY,Assam,Cachar,11.38,6760.68,1.12,0,134.09,5,135.21
kharif,PMFBY,Assam,Chirang,26.77,15358.29,0.4323,135.06,374.72,3,510.21
kharif,PMFBY,Assam,Darrang,8.49,4952.86,0.2846,36.33,116.7,4,153.31
kharif,PMFBY,Assam,Dhemaji,7.56,4487.89,0.5818,121.17,102.64,4,224.39
kharif,PMFBY,Assam,Dhubri,15.01,8247.64,0.6042,218.53,194.25,8,413.38
kharif,PMFBY,Assam,Dibrugarh,6.8,4038.42,0.3165,0,80.45,7,80.77
kharif,PMFBY,Assam,Dima Hasao,9.77,5802.6,0.1212,104.45,127.54,4,232.11
kharif,PMFBY,Assam,Goalpara,47.57,23901.63,0.6305,330.43,553.05,5,884.11
kharif,PMFBY,Assam,Golaghat,9.25,5452.5,1.89,49.07,112.61,6,163.57
kharif,PMFBY,Assam,Hailakandi,7.69,4566.84,0.124,61.65,98.06,4,159.83
kharif,PMFBY,Assam,Jorhat,21.03,12021.47,0.4643,159.95,257.74,6,418.15
kharif,PMFBY,Assam,Kamrup,39.76,22666.14,1.15,201.41,495.05,11,697.61
kharif,PMFBY,Assam,,2.59,1540.57,0.071,31.2,34.21,5,65.48
kharif,PMFBY,Assam,Karbi Anglong,21.76,12923.02,0.9315,116.31,270.45,4,387.69
kharif,PMFBY,Assam,Karimganj,10.53,6252.1,0.1461,28.13,128.02,5,156.3
kharif,PMFBY,Assam,Kokrajhar,14.54,8566.38,0.6424,308.13,205.73,4,514.5
kharif,PMFBY,Assam,Lakhimpur,17.19,10185.64,0.4659,182.89,223.57,7,406.93
kharif,PMFBY,Assam,,12.39,7321.83,0.2838,143.67,165.02,5,308.97
kharif,PMFBY,Assam,Nagaon,62.05,34557.53,1.43,535.33,774.09,11,1310.85
kharif,PMFBY,Assam,Nalbari,22.84,11721.95,0.503,48.23,323.45,7,372.18
kharif,PMFBY,Assam,Sivasagar,5.25,3116.41,0.2523,47.68,67.37,7,115.3
kharif,PMFBY,Assam,Sonitpur,31.83,18171.55,7.56,603.13,431.52,8,1042.21
kharif,PMFBY,Assam,Tinsukia,15.05,8939.73,0.2294,321.83,214.32,4,536.38
kharif,PMFBY,Assam,Udalguri,34.27,20340.94,0.6848,366.29,446.85,5,813.82
kharif,PMFBY,Chhattisgarh,Balod,132.28,53158.51,1063.17,2694.53,2694.53,690,6452.23
kharif,PMFBY,Chhattisgarh,Baloda Bazar,142.06,60273.78,1205.48,4361.88,4361.88,960,9929.24
kharif,PMFBY,Chhattisgarh,Balrampur,27.85,7489.99,149.8,227.32,227.32,582,604.44
kharif,PMFBY,Chhattisgarh,Bastar,50.16,19066.88,381.34,1238.07,1238.07,564,2857.48
kharif,PMFBY,Chhattisgarh,Bemetara,155.46,62429.57,1248.59,4183.78,4183.78,707,9616.15
kharif,PMFBY,Chhattisgarh,Bijapur,21.58,7092.96,141.86,729.77,729.77,302,1601.4
kharif,PMFBY,Chhattisgarh,Bilaspur,75.52,30157.41,603.15,2209.16,2209.16,688,5021.47
kharif,PMFBY,Chhattisgarh,,13.3,4253.77,85.08,336.65,336.65,186,758.38
kharif,PMFBY,Chhattisgarh,Dhamtari,79.32,36812.46,736.25,2132,2132,623,5000.25
kharif,PMFBY,Chhattisgarh,Durg,104.27,44740.51,894.81,3328.09,3328.09,426,7550.99
kharif,PMFBY,Chhattisgarh,Gariyaband,53.96,21097.15,421.94,1701.09,1701.09,663,3824.12
kharif,PMFBY,Chhattisgarh,,16.79,5881.25,117.63,346.5,346.5,222,810.63
kharif,PMFBY,Chhattisgarh,Janjgir-champa,81.73,35882.23,717.64,955.14,955.14,904,2627.92
kharif,PMFBY,Chhattisgarh,Jashpur,19.19,5532.33,110.65,248.43,248.43,665,607.51
kharif,PMFBY,Chhattisgarh,,102.38,41288.97,825.78,2927.92,2927.92,912,6681.62
kharif,PMFBY,Chhattisgarh,Kondagaon,41.98,15112.63,302.25,1423.42,1423.42,505,3149.09
kharif,PMFBY,Chhattisgarh,Korba,37.91,12789.32,255.79,903.82,903.82,693,2063.43
kharif,PMFBY,Chhattisgarh,,30.65,8435.77,168.72,793.98,793.98,559,1756.68
kharif,PMFBY,Chhattisgarh,Mahasamund,162.5,65357.82,1307.16,3044.78,3044.78,1124,7396.72
kharif,PMFBY,Chhattisgarh,Mungeli,54.42,21951.01,439.02,1238.82,1238.82,665,2916.66
kharif,PMFBY,Chhattisgarh,Narayanpur,6.07,2183.71,43.67,181.57,181.57,146,406.81
kharif,PMFBY,Chhattisgarh,Raigarh,79.04,27370.18,547.4,1141.88,1141.88,1403,2831.16
kharif,PMFBY,Chhattisgarh,Raipur,79.48,37285.26,745.71,2394.92,2394.92,506,5535.55
kharif,PMFBY,Chhattisgarh,Rajnandgaon,295.39,112472.41,2249.45,8700.29,8700.29,1618,19650.03
kharif,PMFBY,Chhattisgarh,Sukma,20.17,6050.45,121.01,585.99,585.99,213,1292.99
kharif,PMFBY,Chhattisgarh,Surajpur,45.19,12191.35,243.83,518.81,518.81,529,1281.45
kharif,PMFBY,Chhattisgarh,Surguja,35.98,9793.64,195.87,401.26,401.26,572,998.39
kharif,PMFBY,Chhattisgarh,,116.72,44672.32,893.45,4068.74,4068.74,970,9030.93
kharif,WBCIS,Chhattisgarh,Balod,0.15,146,7.3,16.3,17.92,26,41.52
kharif,WBCIS,Chhattisgarh,Baloda Bazar,0.12,107.56,5.38,9.78,9.78,28,24.94
kharif,WBCIS,Chhattisgarh,Balrampur,0.02,20.53,1.03,0.8767,0.8767,21,2.78
kharif,WBCIS,Chhattisgarh,Bastar,0.53,482.11,24.11,55.82,98.22,14,178.15
kharif,WBCIS,Chhattisgarh,Bemetara,0.86,878.08,43.9,88.1,90.49,26,222.49
kharif,WBCIS,Chhattisgarh,Bijapur,0,3.88,0.1943,0.3917,0.6305,5,1.22
kharif,WBCIS,Chhattisgarh,Bilaspur,0.09,84.69,4.23,8.41,8.57,25,21.21
kharif,WBCIS,Chhattisgarh,,0.04,37.57,1.88,3.72,5.12,6,10.72
kharif,WBCIS,Chhattisgarh,Dhamtari,0.06,54.19,2.71,2.23,2.23,19,7.17
kharif,WBCIS,Chhattisgarh,Durg,1.89,1913.85,95.69,189.45,306.16,24,591.3
kharif,WBCIS,Chhattisgarh,Gariyaband,0.12,120.49,6.02,13.66,16.69,12,36.37
kharif,WBCIS,Chhattisgarh,,0.01,9.11,0.4553,0.9465,0.9742,9,2.38
kharif,WBCIS,Chhattisgarh,Janjgir-champa,0.06,58.64,2.93,4.22,4.66,21,11.81
kharif,WBCIS,Chhattisgarh,Jashpur,0.03,30.2,1.51,3.22,3.22,22,7.95
kharif,WBCIS,Chhattisgarh,,1.99,2354.96,117.75,291.03,829.6,24,1238.38
kharif,WBCIS,Chhattisgarh,Kondagaon,0.08,63.56,3.18,2.14,2.14,14,7.46
kharif,WBCIS,Chhattisgarh,Korba,0.19,158.17,7.91,9.99,9.99,27,27.89
kharif,WBCIS,Chhattisgarh,,0.03,25.8,1.29,2.11,2.11,17,5.51
kharif,WBCIS,Chhattisgarh,Mahasamund,0.08,77.9,3.9,6.54,6.54,20,16.98
kharif,WBCIS,Chhattisgarh,Mungeli,0.13,120.32,6.02,11.58,12.24,10,29.84
kharif,WBCIS,Chhattisgarh,Narayanpur,0.01,8.04,0.402,0.7823,0.8543,4,2.04
kharif,WBCIS,Chhattisgarh,Raigarh,0.22,201.01,10.05,19.57,21.44,36,51.06
kharif,WBCIS,Chhattisgarh,Raipur,0.05,52.13,2.61,4.07,5.54,17,12.22
kharif,WBCIS,Chhattisgarh,Rajnandgaon,3.04,3146.06,157.3,382.55,1080.13,62,1619.98
kharif,WBCIS,Chhattisgarh,Sukma,0.05,68.9,3.45,6.74,6.74,4,16.93
kharif,WBCIS,Chhattisgarh,Surajpur,0.06,55.51,2.78,6.35,7.79,17,16.92
kharif,WBCIS,Chhattisgarh,Surguja,0.16,154.34,7.72,16.78,16.86,22,41.36
kharif,WBCIS,Chhattisgarh,,0.15,147.62,7.38,17.49,17.92,24,42.79
kharif,PMFBY,Goa,North Goa,0.01,6.55,0.1598,0,0,10,0.16
kharif,PMFBY,Goa,South Goa,0,5.58,0.2708,0.1089,0.1089,4,0.49
kharif,PMFBY,Haryana,Ambala,21.7,18019.67,360.41,290.11,300.02,487,950.54
kharif,PMFBY,Haryana,Bhiwani,111.07,79628.22,3447.31,4940.09,4940.09,278,13327.49
kharif,PMFBY,Haryana,,34.64,24521.68,1081.09,1242.97,1242.97,173,3567.03
kharif,PMFBY,Haryana,Faridabad,3.64,2878,65.13,75.95,75.95,147,217.03
kharif,PMFBY,Haryana,Fatehabad,86.28,71186.73,2512.47,2318.83,2318.83,248,7150.13
kharif,PMFBY,Haryana,,9.89,5794.68,172.64,252.17,252.17,230,676.98
kharif,PMFBY,Haryana,Hisar,135.73,109722.52,4672.9,5249.14,5249.14,280,15171.18
kharif,PMFBY,Haryana,Jhajjar,25.5,17470.22,454.3,891.61,891.61,266,2237.52
kharif,PMFBY,Haryana,Jind,79.61,65506.95,2099.58,2723.88,2723.88,311,7547.34
kharif,PMFBY,Haryana,Kaithal,62.17,51914.74,1091.05,2205.26,2205.26,280,5501.57
kharif,PMFBY,Haryana,Karnal,40.87,33994.39,680.32,515.52,515.52,430,1711.36
kharif,PMFBY,Haryana,Kurukshetra,37.89,31719.59,634.56,1101.94,1101.94,415,2838.44
kharif,PMFBY,Haryana,Mahendragarh,36.96,19910.44,705.07,888.54,888.54,376,2482.15
kharif,PMFBY,Haryana,,7.22,4732.32,121.62,140.76,140.76,369,403.14
kharif,PMFBY,Haryana,Palwal,0.08,63.97,1.74,2.02,2.02,3,5.78
kharif,PMFBY,Haryana,Palwal,16.54,13540.34,380.67,427.81,427.81,284,1236.29
kharif,PMFBY,Haryana,Panchkula,3.78,2943.36,59.01,208.61,208.61,190,476.23
kharif,PMFBY,Haryana,Panipat,15.55,12901.02,259.01,262.08,262.08,195,783.17
kharif,PMFBY,Haryana,Rewari,33.47,18311.42,634.42,941.56,941.56,408,2517.54
kharif,PMFBY,Haryana,Rohtak,23,17580.55,431.69,899.6,899.6,149,2230.89
kharif,PMFBY,Haryana,Sirsa,169.06,137812.07,5805.97,8817.92,8817.92,334,23441.81
kharif,PMFBY,Haryana,Sonipat,42,34535.75,734.65,572.8,572.8,340,1880.25
kharif,PMFBY,Haryana,Yamunanagar,14.27,11813.64,236.31,240.4,240.4,626,717.11
kharif,PMFBY,Himachal Pradesh,Bilaspur,4.06,1216.85,24.34,48.67,48.67,7,121.68
kharif,PMFBY,Himachal Pradesh,Chamba,1,300.15,6,19.24,19.24,12,44.48
kharif,PMFBY,Himachal Pradesh,Hamirpur,7.11,2133.07,42.66,75.32,75.32,10,193.3
kharif,PMFBY,Himachal Pradesh,Kangra,12.09,3626.63,72.53,78.5,78.5,34,229.53
kharif,PMFBY,Himachal Pradesh,Kullu,0,1.33,0.0266,0.0424,0.0424,3,0.11
kharif,PMFBY,Himachal Pradesh,Mandi,0.49,147.07,2.94,3.92,3.92,18,10.78
kharif,PMFBY,Himachal Pradesh,Shimla,0.03,8.3,0.1661,0.5181,0.5181,7,1.2
kharif,PMFBY,Himachal Pradesh,Sirmaur,0.57,172.29,3.45,2.87,2.87,10,9.19
kharif,PMFBY,Himachal Pradesh,Solan,0.68,204.36,4.09,3.07,3.07,11,10.23
kharif,PMFBY,Himachal Pradesh,Una,5.94,1782.15,35.64,74.47,74.47,12,184.58
kharif,WBCIS,Himachal Pradesh,Bilaspur,0.01,7.53,0.3765,0.9413,0.9413,24,2.26
kharif,WBCIS,Himachal Pradesh,Kullu,0.02,17.8,0.89,2.23,2.23,22,5.35
kharif,WBCIS,Himachal Pradesh,Mandi,0,1.62,0.081,0.2025,0.2025,2,0.49
kharif,WBCIS,Himachal Pradesh,Shimla,0.07,66.49,3.32,6.65,6.65,44,16.62
kharif,WBCIS,Himachal Pradesh,Sirmaur,0.24,239.27,11.96,17.95,17.95,96,47.86
kharif,WBCIS,Himachal Pradesh,Solan,0.67,666.36,33.32,39.31,39.31,272,111.94
kharif,WBCIS,Himachal Pradesh,Una,0.24,181.37,9.07,11.79,11.79,54,32.65
kharif,PMFBY,Karnataka,,0.03,0.1224,0.003,0.0116,0.0138,505,0.03
kharif,PMFBY,Karnataka,Ballari,0.02,0.0939,0.0023,0.0078,0.0078,777,0.02
kharif,PMFBY,Karnataka,Belagavi,0.02,0.1046,0.0024,0.0061,0.0088,1000,0.02
kharif,PMFBY,Karnataka,Bengaluru Rural,0,0.0028,0.0001,0.0002,0.0002,193,0
kharif,PMFBY,Karnataka,Bengaluru Urban,0,0.0004,0,0,0,127,0
kharif,PMFBY,Karnataka,Bidar,0.14,0.4916,0.0098,0.0591,0.0591,560,0.13
kharif,PMFBY,Karnataka,,0.01,0.032,0.0008,0.0034,0.0034,357,0.01
kharif,PMFBY,Karnataka,,0.01,0.0673,0.0014,0.0089,0.0094,353,0.02
kharif,PMFBY,Karnataka,Chikkamagaluru,0,0.0112,0.0004,0.0005,0.0005,357,0
kharif,PMFBY,Karnataka,Chitradurga,0.13,0.5818,0.0122,0.0694,0.0697,536,0.15
kharif,PMFBY,Karnataka,Dakshina Kannada,0,0.0008,0,0,0,201,0
kharif,PMFBY,Karnataka,Davangere,0.01,0.0856,0.0019,0.0018,0.0018,355,0.01
kharif,PMFBY,Karnataka,Dharwad,0.11,0.5239,0.0166,0.0566,0.0654,321,0.14
kharif,PMFBY,Karnataka,Gadag,0.16,0.6393,0.017,0.0716,0.0767,394,0.17
kharif,PMFBY,Karnataka,,0.02,0.0728,0.0016,0.0075,0.0096,611,0.02
kharif,PMFBY,Karnataka,Haveri,0.11,0.6141,0.0139,0.0587,0.0657,498,0.14
kharif,PMFBY,Karnataka,,0.05,0.201,0.0042,0.0148,0.0148,600,0.03
kharif,PMFBY,Karnataka,Kodagu,0,0.0024,0,0.0003,0.0003,108,0
kharif,PMFBY,Karnataka,Kolar,0,0.009,0.0002,0.0006,0.0006,300,0
kharif,PMFBY,Karnataka,Koppal,0.1,0.4259,0.0094,0.0475,0.0475,525,0.1
kharif,PMFBY,Karnataka,Mandya,0,0.005,0.0001,0.0005,0.0009,531,0
kharif,PMFBY,Karnataka,Mysuru,0,0.0071,0.0002,0.001,0.001,637,0
kharif,PMFBY,Karnataka,Raichur,0.07,0.4248,0.0098,0.0291,0.03,559,0.07
kharif,PMFBY,Karnataka,Ramanagara,0,0.0011,0,0,0,280,0
kharif,PMFBY,Karnataka,Shivamogga,0.01,0.0871,0.0017,0.0046,0.0046,640,0.01
kharif,PMFBY,Karnataka,Tumakuru,0.07,0.3027,0.0061,0.0361,0.0371,895,0.08
kharif,PMFBY,Karnataka,Udupi,0,0.0016,0,0.0002,0.0002,163,0
kharif,PMFBY,Karnataka,,0.04,0.1941,0.0039,0.0141,0.0141,300,0.03
kharif,PMFBY,Karnataka,Vijayapura,0.12,0.5009,0.0105,0.0668,0.0724,662,0.15
kharif,PMFBY,Karnataka,,0.01,0.0771,0.0021,0.0062,0.0066,431,0.01
kharif,WBCIS,Karnataka,,0,0.0282,0.0014,0.0028,0.0078,235,0.01
kharif,WBCIS,Karnataka,Ballari,0,0.0067,0.0003,0.0008,0.0018,500,0
kharif,WBCIS,Karnataka,Belagavi,0,0.0571,0.0029,0.0071,0.0102,345,0.02
kharif,WBCIS,Karnataka,Bengaluru Rural,0,0.0024,0.0001,0.0003,0.0011,185,0
kharif,WBCIS,Karnataka,Bengaluru Urban,0,0.0003,0,0,0.0001,130,0
kharif,WBCIS,Karnataka,Bidar,0,0.0034,0.0002,0.0004,0.0006,573,0
kharif,WBCIS,Karnataka,,0,0,0,0,0,0,0
kharif,WBCIS,Karnataka,,0,0.0123,0.0006,0.0015,0.0061,260,0.01
kharif,WBCIS,Karnataka,Chikkamagaluru,0.02,0.1794,0.009,0.0224,0.0547,453,0.09
kharif,WBCIS,Karnataka,Chitradurga,0.01,0.0726,0.0036,0.0057,0.0093,507,0.02
kharif,WBCIS,Karnataka,Dakshina Kannada,0.02,0.2058,0.0103,0.0206,0.1076,429,0.14
kharif,WBCIS,Karnataka,Davangere,0.01,0.0824,0.0041,0.0103,0.02,393,0.03
kharif,WBCIS,Karnataka,Dharwad,0,0.0027,0.0001,0.0003,0.0003,49,0
kharif,WBCIS,Karnataka,Gadag,0,0.0004,0,0,0.0002,55,0
kharif,WBCIS,Karnataka,,0.01,0.0468,0.0023,0.0058,0.015,289,0.02
kharif,WBCIS,Karnataka,Haveri,0.01,0.0654,0.0033,0.0077,0.0144,493,0.03
kharif,WBCIS,Karnataka,,0,0.0009,0,0.0001,0.0001,546,0
kharif,WBCIS,Karnataka,Kodagu,0,0.0084,0.0004,0.0008,0.001,204,0
kharif,WBCIS,Karnataka,Kolar,0,0.0196,0.001,0.0025,0.0055,162,0.01
kharif,WBCIS,Karnataka,Koppal,0,0.002,0.0001,0.0002,0.0005,283,0
kharif,WBCIS,Karnataka,Mandya,0,0,0,0,0,0,0
kharif,WBCIS,Karnataka,Mysuru,0,0,0,0,0,0,0
kharif,WBCIS,Karnataka,Raichur,0,0.0029,0.0001,0.0001,0.0001,227,0
kharif,WBCIS,Karnataka,Ramanagara,0,0.0059,0.0003,0.0007,0.0013,129,0
kharif,WBCIS,Karnataka,Shivamogga,0.01,0.179,0.009,0.0156,0.0162,966,0.04
kharif,WBCIS,Karnataka,Tumakuru,0.01,0.1423,0.0071,0.016,0.02,1003,0.04
kharif,WBCIS,Karnataka,Udupi,0,0.0202,0.001,0.0025,0.0049,273,0.01
kharif,WBCIS,Karnataka,,0.02,0.2232,0.0112,0.0168,0.0173,332,0.05
kharif,WBCIS,Karnataka,Vijayapura,0,0.0499,0.0025,0.0062,0.0088,642,0.02
kharif,WBCIS,Karnataka,,0,0.0002,0,0,0.0001,59,0
kharif,PMFBY,Kerala,Alappuzha,5,4022.26,80.84,236.98,236.98,60,554.8
kharif,PMFBY,Kerala,Ernakulam,0.01,19.6,0.8189,0,0,19,0.82
kharif,PMFBY,Kerala,Idukki,0.01,28.21,0.8464,0,0,14,0.85
kharif,PMFBY,Kerala,Kannur,0,5.55,0.2665,0.0891,0.0891,18,0.44
kharif,PMFBY,Kerala,Kasaragod,0,2.02,0.0748,0.0078,0.0078,10,0.09
kharif,PMFBY,Kerala,Kollam,0.06,91.54,4.03,0,0,45,4.03
kharif,PMFBY,Kerala,Kottayam,1.09,892.97,18.15,48.78,48.78,46,115.71
kharif,PMFBY,Kerala,Kozhikode,0,11.28,0.3437,0,0,12,0.34
kharif,PMFBY,Kerala,Malappuram,0,2.3,0.1104,0.0003,0.0003,5,0.11
kharif,PMFBY,Kerala,Palakkad,0.08,231.25,8.06,0,0,38,8.06
kharif,PMFBY,Kerala,Pathanamthitta,0.04,40.71,0.9347,3.15,3.15,18,7.23
kharif,PMFBY,Kerala,Thiruvananthapuram,0.07,194.62,5.84,0,0,37,5.84
kharif,PMFBY,Kerala,Thrissur,0.01,14.72,0.5938,0,0,20,0.59
kharif,PMFBY,Kerala,Wayanad,0,11.15,0.4122,0,0,8,0.41
kharif,WBCIS,Kerala,Ernakulam,0.09,54.68,2.67,5.3,5.3,30,13.27
kharif,WBCIS,Kerala,Idukki,0.24,115.98,5.56,14.54,14.54,33,34.64
kharif,WBCIS,Kerala,Kannur,0.01,11.46,0.5503,1.44,1.44,22,3.43
kharif,WBCIS,Kerala,Kasaragod,0.2,201.86,10.01,25.17,25.17,34,60.35
kharif,WBCIS,Kerala,Kollam,0,2.02,0.0833,0.2449,0.2449,8,0.57
kharif,WBCIS,Kerala,Kottayam,0.02,13.43,0.6716,1.52,1.52,11,3.71
kharif,WBCIS,Kerala,Kozhikode,0.01,4.3,0.1897,0.47,0.47,11,1.13
kharif,WBCIS,Kerala,Malappuram,0.02,12.93,0.4038,1.6,1.6,15,3.6
kharif,WBCIS,Kerala,Palakkad,15.08,12058.31,243.23,1684.05,1684.05,83,3611.33
kharif,WBCIS,Kerala,Thiruvananthapuram,0,4.12,0.1833,0.5052,0.5052,8,1.19
kharif,WBCIS,Kerala,Thrissur,0.42,342.45,7.6,38.47,51.4,53,97.47
kharif,WBCIS,Kerala,Wayanad,0.09,74.83,3.74,9.31,9.31,20,22.36
kharif,PMFBY,Madhya Pradesh,Agar Malwa,178.12,85498.13,1709.96,3847.44,3847.44,239,9404.84
kharif,PMFBY,Madhya Pradesh,Alirajpur,18.76,5163.7,119.98,272.37,272.37,218,664.72
kharif,PMFBY,Madhya Pradesh,Anuppur,14.03,3140.77,62.82,329.6,329.6,267,722.02
kharif,PMFBY,Madhya Pradesh,Ashoknagar,100.62,33015.24,660.3,1328.79,1328.79,320,3317.88
kharif,PMFBY,Madhya Pradesh,Balaghat,83.12,33053.9,661.08,1025.65,1025.65,683,2712.38
kharif,PMFBY,Madhya Pradesh,Barwani,28.59,10864.46,416.55,363.6,363.6,295,1143.75
kharif,PMFBY,Madhya Pradesh,Betul,243.76,88918.12,1778.36,6298.93,6298.93,588,14376.22
kharif,PMFBY,Madhya Pradesh,Bhind,21.42,4404.22,88.08,150.73,150.73,265,389.54
kharif,PMFBY,Madhya Pradesh,Bhopal,123.61,46871.56,937.43,2863.27,2863.27,201,6663.97
kharif,PMFBY,Madhya Pradesh,Burhanpur,5.39,2332.47,85.61,208.57,208.57,62,502.75
kharif,PMFBY,Madhya Pradesh,Chhatarpur,38.57,10847.16,216.94,1158.16,1158.16,112,2533.26
kharif,PMFBY,Madhya Pradesh,Chhindwara,112.73,39870.75,889.59,797.95,797.95,715,2485.49
kharif,PMFBY,Madhya Pradesh,Damoh,99.85,25276.14,505.52,1667.07,1667.07,382,3839.66
kharif,PMFBY,Madhya Pradesh,Datia,64.06,12748.04,254.96,1116.77,1116.77,176,2488.5
kharif,PMFBY,Madhya Pradesh,Dewas,556.68,198688.92,3977.12,18878.79,18878.79,516,41734.7
kharif,PMFBY,Madhya Pradesh,Dhar,258.31,81414.37,1889.83,3145.13,3145.13,640,8180.09
kharif,PMFBY,Madhya Pradesh,Dindori,8.99,2709.5,54.19,120.65,120.65,313,295.49
kharif,PMFBY,Madhya Pradesh,Guna,132.68,43767.92,875.36,2626.65,2626.65,436,6128.66
kharif,PMFBY,Madhya Pradesh,Gwalior,24.93,8541.42,170.83,274.69,274.69,225,720.21
kharif,PMFBY,Madhya Pradesh,Harda,214.22,74823.78,1496.48,8556.56,8556.56,201,18609.6
kharif,PMFBY,Madhya Pradesh,,232.39,86265.29,1725.31,5989.93,5989.93,414,13705.17
kharif,PMFBY,Madhya Pradesh,Indore,235.97,106185.43,2123.71,6902.05,6902.05,329,15927.81
kharif,PMFBY,Madhya Pradesh,Jabalpur,43.09,13881.68,277.63,947.7,947.7,422,2173.03
kharif,PMFBY,Madhya Pradesh,Jhabua,37.6,12549.5,273.18,1514.12,1514.12,337,3301.42
kharif,PMFBY,Madhya Pradesh,Katni,35.01,11542.25,230.84,646.97,646.97,385,1524.78
kharif,PMFBY,Madhya Pradesh,,183.61,75052.53,1756.66,4466.85,4466.85,361,10690.36
kharif,PMFBY,Madhya Pradesh,,57.74,33250.43,1577.8,1992.22,1992.22,302,5562.24
kharif,PMFBY,Madhya Pradesh,Mandla,17.5,5469.96,109.4,257.97,257.97,439,625.34
kharif,PMFBY,Madhya Pradesh,Mandsaur,262.07,141254.25,2825.08,9891.08,9891.08,479,22607.24
kharif,PMFBY,Madhya Pradesh,Morena,15.36,3907.48,78.15,98.94,98.94,474,276.03
kharif,PMFBY,Madhya Pradesh,,88.89,20616.6,412.33,828.19,828.19,328,2068.71
kharif,PMFBY,Madhya Pradesh,Neemuch,102.97,55530.87,1110.62,3886.01,3886.01,246,8882.64
kharif,PMFBY,Madhya Pradesh,Niwari,6.6,1677.12,33.54,183.57,183.57,5,400.68
