season,scheme,state_name,district_name,area_insured,sum_insured,farmer_share,goi_share,state_share,iu_count,gross_premium
kharif,PMFBY,Madhya Pradesh,Ratlam,150.12,58520.23,1175.61,2809.7,2809.7,424,6795.01
kharif,PMFBY,Madhya Pradesh,Rewa,42.64,8790.97,175.82,229.33,229.33,456,634.48
kharif,PMFBY,Madhya Pradesh,Sagar,306.68,74390.11,1487.8,7737.03,7737.03,765,16961.86
kharif,PMFBY,Madhya Pradesh,Satna,46.77,11349.28,226.99,681.44,681.44,588,1589.87
kharif,PMFBY,Madhya Pradesh,Sehore,443.6,126943.51,2538.87,9400.47,9400.47,507,21339.81
kharif,PMFBY,Madhya Pradesh,Seoni,153.29,34137.96,682.76,1530.09,1530.09,627,3742.94
kharif,PMFBY,Madhya Pradesh,Shahdol,26.45,4510.84,90.22,630.87,630.87,393,1351.96
kharif,PMFBY,Madhya Pradesh,Shajapur,281.86,101305.64,2026.11,7341.96,7341.96,333,16710.03
kharif,PMFBY,Madhya Pradesh,Sheopur,38.02,14351.88,287.04,515.39,515.39,216,1317.82
kharif,PMFBY,Madhya Pradesh,Shivpuri,84.7,19358.18,387.16,1159.15,1159.15,367,2705.46
kharif,PMFBY,Madhya Pradesh,Sidhi,5.99,1613.12,32.26,96.7,96.7,269,225.66
kharif,PMFBY,Madhya Pradesh,Singrauli,2.63,662.49,13.25,35.88,35.88,238,85.01
kharif,PMFBY,Madhya Pradesh,Tikamgarh,19.81,3663.14,73.26,157.87,157.87,32,389
kharif,PMFBY,Madhya Pradesh,Ujjain,443.64,156354.91,3127.1,10164.62,10164.62,629,23456.34
kharif,PMFBY,Madhya Pradesh,Umaria,16.57,2853.45,57.07,317.69,317.69,154,692.45
kharif,PMFBY,Madhya Pradesh,Vidisha,403.08,96585.51,1931.71,12060.15,12060.15,585,26052.01
kharif,WBCIS,Madhya Pradesh,Agar Malwa,1.98,1214.58,60.73,45.55,45.55,16,151.83
kharif,WBCIS,Madhya Pradesh,Alirajpur,0.11,57.16,2.86,1.07,1.07,3,5
kharif,WBCIS,Madhya Pradesh,Ashoknagar,0,2.26,0.113,0.086,0.086,2,0.29
kharif,WBCIS,Madhya Pradesh,Barwani,1.61,947.74,47.39,33.42,33.42,8,114.23
kharif,WBCIS,Madhya Pradesh,Betul,0.02,7.67,0.3833,0.1917,0.1917,8,0.77
kharif,WBCIS,Madhya Pradesh,Bhopal,0.03,15.2,0.7599,0.57,0.57,8,1.9
kharif,WBCIS,Madhya Pradesh,Burhanpur,22.52,25350.32,1267.52,1742.69,1742.69,8,4752.9
kharif,WBCIS,Madhya Pradesh,Chhatarpur,0,0.9101,0.0455,0.0398,0.0398,1,0.13
kharif,WBCIS,Madhya Pradesh,Chhindwara,2.63,1546.07,77.3,59.68,59.68,21,196.66
kharif,WBCIS,Madhya Pradesh,Datia,0.01,2.56,0.128,0.08,0.08,3,0.29
kharif,WBCIS,Madhya Pradesh,Dewas,0.08,39.5,1.98,2.61,2.61,11,7.2
kharif,WBCIS,Madhya Pradesh,Dhar,11.5,6160.78,308.04,174,174,19,656.04
kharif,WBCIS,Madhya Pradesh,Guna,0,1.07,0.0535,0.0419,0.0419,2,0.14
kharif,WBCIS,Madhya Pradesh,Gwalior,0,0.1004,0.005,0.0035,0.0035,1,0.01
kharif,WBCIS,Madhya Pradesh,Harda,0,1.69,0.0844,0.0422,0.0422,3,0.17
kharif,WBCIS,Madhya Pradesh,,0.04,20.92,1.05,0.523,0.523,9,2.1
kharif,WBCIS,Madhya Pradesh,Indore,0.13,61.38,3.07,4.22,4.22,5,11.51
kharif,WBCIS,Madhya Pradesh,Jhabua,1.8,878.55,43.93,26.14,26.14,6,96.21
kharif,WBCIS,Madhya Pradesh,Katni,0,1.08,0.0539,0.0405,0.0405,5,0.13
kharif,WBCIS,Madhya Pradesh,,1.25,620.95,31.05,15.64,15.64,16,62.33
kharif,WBCIS,Madhya Pradesh,,17.63,9110.94,455.55,396.93,396.93,25,1249.41
kharif,WBCIS,Madhya Pradesh,Mandla,0,0.1801,0.009,0.0056,0.0056,1,0.02
kharif,WBCIS,Madhya Pradesh,Mandsaur,0.47,275.02,13.75,5.71,5.71,11,25.17
kharif,WBCIS,Madhya Pradesh,Morena,0,0.0808,0.004,0.003,0.003,1,0.01
kharif,WBCIS,Madhya Pradesh,,0.01,3.59,0.1794,0.1346,0.1346,3,0.45
kharif,WBCIS,Madhya Pradesh,Neemuch,0.05,28.21,1.41,1.27,1.27,7,3.95
kharif,WBCIS,Madhya Pradesh,Raisen,0.05,22.9,1.15,1.28,1.28,11,3.71
kharif,WBCIS,Madhya Pradesh,Rajgarh,0.33,203.03,10.15,3.84,3.84,16,17.83
kharif,WBCIS,Madhya Pradesh,Ratlam,0.87,428.08,21.4,15.02,15.02,10,51.44
kharif,WBCIS,Madhya Pradesh,Rewa,0.03,12.01,0.6004,0.4131,0.4131,9,1.43
kharif,WBCIS,Madhya Pradesh,Sagar,0.03,14.4,0.7198,0.4519,0.4519,10,1.62
kharif,WBCIS,Madhya Pradesh,Satna,0.04,20.96,1.05,0.6551,0.6551,19,2.36
kharif,WBCIS,Madhya Pradesh,Sehore,0.02,10.05,0.5025,0.3769,0.3769,10,1.26
kharif,WBCIS,Madhya Pradesh,Seoni,0.04,18.63,0.9316,0.4835,0.4835,6,1.9
kharif,WBCIS,Madhya Pradesh,Shajapur,0.5,298.8,14.94,9.23,9.23,9,33.4
kharif,WBCIS,Madhya Pradesh,Sheopur,0.01,2.43,0.1214,0.0759,0.0759,4,0.27
kharif,WBCIS,Madhya Pradesh,Shivpuri,0.69,325.23,16.26,12.2,12.2,10,40.66
kharif,WBCIS,Madhya Pradesh,Sidhi,0,0.2557,0.0128,0.0096,0.0096,2,0.03
kharif,WBCIS,Madhya Pradesh,Singrauli,0,0.0237,0.0012,0.0009,0.0009,1,0
kharif,WBCIS,Madhya Pradesh,Tikamgarh,0,0.3839,0.0192,0.0096,0.0096,1,0.04
kharif,WBCIS,Madhya Pradesh,Ujjain,0.29,144.21,7.21,2.69,2.69,26,12.59
kharif,WBCIS,Madhya Pradesh,Vidisha,0.02,10.49,0.5246,0.2231,0.2231,6,0.97
kharif,PMFBY,Maharashtra,,392.62,99809.97,2574.37,7246.71,7246.71,108,17067.79
kharif,PMFBY,Maharashtra,Akola,204.56,71619.27,1726.14,5645.26,5645.26,52,13016.66
kharif,PMFBY,Maharashtra,Amravati,187.42,66344.02,1766.4,4880.92,4880.92,90,11528.24
kharif,PMFBY,Maharashtra,Aurangabad,474.51,157148.78,5059.27,10251.04,10251.04,71,25561.35
kharif,PMFBY,Maharashtra,Bhandara,76.61,27741.83,554.84,423.27,423.27,41,1401.38
kharif,PMFBY,Maharashtra,,745.22,275018.68,7244.42,32477.98,32477.98,74,72200.38
kharif,PMFBY,Maharashtra,,171.41,68532.05,1706.54,5161.48,5161.48,102,12029.5
kharif,PMFBY,Maharashtra,Chandrapur,79.88,33201.72,824.27,1595.36,1595.36,50,4014.99
kharif,PMFBY,Maharashtra,Dhule,71.25,24499.51,1059.17,857.3,857.3,43,2773.77
kharif,PMFBY,Maharashtra,Gadchiroli,29.61,10091.03,215.53,170.08,170.08,41,555.69
kharif,PMFBY,Maharashtra,,39.27,14235.99,284.72,213.54,213.54,41,711.8
kharif,PMFBY,Maharashtra,Hingoli,159.51,60701.59,1371.27,4533.72,4533.72,30,10438.71
kharif,PMFBY,Maharashtra,Jalgaon,112.85,39630.96,1901.25,1431.72,1431.72,101,4764.69
kharif,PMFBY,Maharashtra,Jalna,407.65,122236.66,3118.39,9909.33,9909.33,55,22937.05
kharif,PMFBY,Maharashtra,Kolhapur,0.35,141.07,2.82,7.61,7.61,68,18.04
kharif,PMFBY,Maharashtra,Latur,619.65,238545.65,4860.57,22149.61,22149.61,70,49159.79
kharif,PMFBY,Maharashtra,Nagpur,53.97,23055.41,750.46,1240.1,1240.1,69,3230.66
kharif,PMFBY,Maharashtra,Nanded,586.52,224089.6,5008.26,26375.64,26375.64,96,57759.54
kharif,PMFBY,Maharashtra,Nandurbar,20.06,7249.79,334.34,155.6,155.6,42,645.54
kharif,PMFBY,Maharashtra,Nashik,131.67,40115.21,1016.74,1157.39,1157.39,106,3331.52
kharif,PMFBY,Maharashtra,Osmanabad,575.97,209382.74,4261,20800.72,20800.72,50,45862.44
kharif,PMFBY,Maharashtra,Palghar,12.81,5168.56,103.37,86.1,86.1,28,275.57
kharif,PMFBY,Maharashtra,Parbhani,431.12,151975.43,3453.46,14261.84,14261.84,38,31977.14
kharif,PMFBY,Maharashtra,Pune,22.51,6288.71,131.71,277.19,277.19,103,686.09
kharif,PMFBY,Maharashtra,,1.69,734.48,14.69,0.0546,0.0546,60,14.8
kharif,PMFBY,Maharashtra,Ratnagiri,0.34,148.64,2.97,2.23,2.23,46,7.43
kharif,PMFBY,Maharashtra,Sangli,82.63,19142.69,382.92,1795.68,1795.68,67,3974.28
kharif,PMFBY,Maharashtra,Satara,48.16,12294.98,296.15,371.07,371.07,100,1038.29
kharif,PMFBY,Maharashtra,Sindhudurg,0.24,103.63,2.07,1.56,1.56,33,5.19
kharif,PMFBY,Maharashtra,Solapur,373.69,87178.86,1790.91,7878.13,7878.13,102,17547.17
kharif,PMFBY,Maharashtra,Thane,10.52,4132.46,82.65,71.41,71.41,28,225.47
kharif,PMFBY,Maharashtra,Wardha,40.18,16968.72,707.2,870.31,870.31,47,2447.82
kharif,PMFBY,Maharashtra,Washim,206.56,81723.76,1786.89,7320.51,7320.51,46,16427.91
kharif,PMFBY,Maharashtra,Yavatmal,377.24,115483.44,3706.82,7975.23,7975.23,110,19657.28
kharif,WBCIS,Maharashtra,,30.37,34442.13,1722.11,1855.22,1855.22,94,5432.55
kharif,WBCIS,Maharashtra,Akola,2.24,1700.97,85.05,194.67,194.67,16,474.39
kharif,WBCIS,Maharashtra,Amravati,5.99,4614.92,230.75,115.37,115.37,63,461.49
kharif,WBCIS,Maharashtra,Aurangabad,25.11,23454.91,1172.75,1172.5,1172.5,49,3517.75
kharif,WBCIS,Maharashtra,,8.71,8120.29,406.01,466.4,466.4,58,1338.81
kharif,WBCIS,Maharashtra,,1.83,1479.38,73.97,92.63,92.63,24,259.23
kharif,WBCIS,Maharashtra,Dhule,2.08,2509.12,125.46,166.38,166.38,30,458.22
kharif,WBCIS,Maharashtra,Hingoli,0.12,90.34,4.52,7.01,7.01,18,18.54
kharif,WBCIS,Maharashtra,Jalgaon,0.97,823.78,41.19,47.87,47.87,46,136.93
kharif,WBCIS,Maharashtra,Jalna,27.78,25456.75,1272.84,894.13,894.13,48,3061.1
kharif,WBCIS,Maharashtra,Latur,0.09,107.75,5.39,2.69,2.69,12,10.77
kharif,WBCIS,Maharashtra,Nagpur,3.06,2355.07,117.75,55.34,55.34,37,228.43
kharif,WBCIS,Maharashtra,Nanded,0.14,106.07,5.3,5.2,5.2,3,15.7
kharif,WBCIS,Maharashtra,Nashik,13.73,16598.91,829.95,287.24,287.24,49,1404.43
kharif,WBCIS,Maharashtra,Osmanabad,0.46,431.88,21.59,27.48,27.48,33,76.55
kharif,WBCIS,Maharashtra,Palghar,4.5,2474.16,123.71,432.98,432.98,20,989.67
kharif,WBCIS,Maharashtra,Parbhani,1.18,905.04,45.25,64.37,64.37,14,173.99
kharif,WBCIS,Maharashtra,Pune,6.83,8239.29,411.96,308.2,308.2,48,1028.36
kharif,WBCIS,Maharashtra,Sangli,19.44,23524.38,1176.22,1411.47,1411.47,31,3999.16
kharif,WBCIS,Maharashtra,Satara,3.82,4617.8,230.89,253.98,253.98,32,738.85
kharif,WBCIS,Maharashtra,Solapur,36.47,43903.22,2195.16,1540.59,1540.59,87,5276.34
kharif,WBCIS,Maharashtra,Thane,0.01,4.58,0.2291,0.3436,0.3436,3,0.92
kharif,WBCIS,Maharashtra,Wardha,0.19,145.45,7.27,2.85,2.85,11,12.97
kharif,WBCIS,Maharashtra,Washim,0.2,172.83,8.64,11.59,11.59,25,31.82
kharif,WBCIS,Maharashtra,Yavatmal,0.1,75.97,3.8,1.9,1.9,19,7.6
kharif,PMFBY,Manipur,Bishnupur,2.1,1426.97,28.54,37.53,37.53,2,103.6
kharif,PMFBY,Manipur,Chandel,0.01,7.77,0.1554,0.2044,0.2044,1,0.56
kharif,PMFBY,Manipur,Churachandpur,0.02,12.41,0.2482,0.3263,0.3263,2,0.9
kharif,PMFBY,Manipur,Imphal East,0.2,135.24,2.7,3.56,3.56,2,9.82
kharif,PMFBY,Manipur,Imphal West,0.06,41.28,0.8256,1.09,1.09,2,3.01
kharif,PMFBY,Manipur,Senapati,0,0.7262,0.0145,0.0191,0.0191,2,0.05
kharif,PMFBY,Manipur,Thoubal,0.19,128.59,2.57,3.38,3.38,2,9.33
kharif,PMFBY,Meghalaya,East Khasi Hills,0.01,6.33,0.3167,0,0,1,0.32
kharif,PMFBY,Meghalaya,North Garo Hills,0.01,10.9,0.2181,0,0,1,0.22
kharif,PMFBY,Meghalaya,Ri Bhoi,0.38,290.94,11.16,0.1776,0.1776,3,11.52
kharif,PMFBY,Meghalaya,South West Garo Hills,0.02,7.75,0.1868,0.0134,0.0134,1,0.21
kharif,PMFBY,Meghalaya,West Garo Hills,0.03,20.97,0.8389,0,0,1,0.84
kharif,PMFBY,Meghalaya,West Khasi Hills,0.01,6.05,0.121,0.0121,0.0121,1,0.15
kharif,PMFBY,Odisha,Anugul,58.83,35367.89,707.06,3530.13,3530.13,236,7767.32
kharif,PMFBY,Odisha,Balangir,304.14,201207.58,4048.27,23928.83,23928.83,338,51905.93
kharif,PMFBY,Odisha,Baleshwar,68.41,48919.54,978.67,2017.53,2017.53,365,5013.73
kharif,PMFBY,Odisha,Bargarh,240.75,156244.08,3117.58,11520.72,11520.72,270,26159.02
kharif,PMFBY,Odisha,,28.32,19115.81,382.31,1338.1,1338.1,70,3058.51
kharif,PMFBY,Odisha,Bhadrak,66.3,43096.72,861.93,2191.46,2191.46,221,5244.85
kharif,PMFBY,Odisha,Cuttack,33.19,19081.82,381.62,1221.1,1221.1,358,2823.82
kharif,PMFBY,Odisha,,17.23,11193.11,223.86,559.25,559.25,74,1342.36
kharif,PMFBY,Odisha,Dhenkanal,34.2,21372.39,427.43,1006.96,1006.96,223,2441.35
kharif,PMFBY,Odisha,Gajapati,10.92,6181.77,124.04,329.66,329.66,156,783.36
kharif,PMFBY,Odisha,Ganjam,92,59796.57,1195.93,5379.15,5379.15,540,11954.23
kharif,PMFBY,Odisha,Jagatsinghapur,25.88,14881.17,297.62,502.98,502.98,200,1303.58
kharif,PMFBY,Odisha,Jajapur,59.07,34701.14,694.02,3487.42,3487.42,314,7668.86
kharif,PMFBY,Odisha,Jharsuguda,36.3,22739.77,454.18,2492.48,2492.48,83,5439.14
kharif,PMFBY,Odisha,Kalahandi,83.2,63983.22,1285.06,3498.78,3498.78,326,8282.62
kharif,PMFBY,Odisha,Kandhamal,6.91,5003.88,93.79,229.25,229.25,187,552.29
kharif,PMFBY,Odisha,Kendrapara,84.22,48426.46,968.52,4600.51,4600.51,252,10169.54
kharif,PMFBY,Odisha,Kendujhar,49.94,27969.82,559.32,1229.92,1229.92,315,3019.16
kharif,PMFBY,Odisha,Khordha,50.43,30260.95,605.22,1906.44,1906.44,194,4418.1
kharif,PMFBY,Odisha,Koraput,14.24,10388.76,190.72,462.36,462.36,237,1115.44
kharif,PMFBY,Odisha,Malkangiri,7.83,5511.48,110.2,145.89,145.89,114,401.98
kharif,PMFBY,Odisha,Mayurbhanj,39.14,26746.44,534.92,1203.02,1203.02,417,2940.96
kharif,PMFBY,Odisha,,18.47,14529.43,290.59,211.15,211.15,194,712.89
kharif,PMFBY,Odisha,Nayagarh,26.02,15610.72,312.21,1141.47,1141.47,203,2595.15
kharif,PMFBY,Odisha,Nuapada,64.9,38705.91,780.2,3396.95,3396.95,139,7574.1
kharif,PMFBY,Odisha,Puri,43.8,30551.61,611.03,3360.67,3360.67,271,7332.37
kharif,PMFBY,Odisha,Rayagada,19.89,13697.94,291.97,377.93,377.93,196,1047.83
kharif,PMFBY,Odisha,Sambalpur,86.56,64998.03,1297.83,7126.34,7126.34,155,15550.51
kharif,PMFBY,Odisha,,54.48,38137.38,762.75,2286.66,2286.66,114,5336.07
kharif,PMFBY,Odisha,Sundargarh,118.28,73837.84,1476.14,6639.85,6639.85,299,14755.84
kharif,PMFBY,Rajasthan,Ajmer,115.15,48960.95,1223.37,4205.15,4205.15,518,9633.67
kharif,PMFBY,Rajasthan,Alwar,137.45,43956.37,1229.53,926.36,926.36,527,3082.25
kharif,PMFBY,Rajasthan,Banswara,46.23,26764.25,651.13,388,388,336,1427.13
kharif,PMFBY,Rajasthan,Baran,90.69,30264.08,605.28,1889.55,1889.55,246,4384.38
kharif,PMFBY,Rajasthan,Barmer,873.84,133209.69,2664.19,27815.2,27815.2,430,58294.59
kharif,PMFBY,Rajasthan,Bharatpur,67.7,24568.7,496.81,681.71,681.71,512,1860.23
kharif,PMFBY,Rajasthan,Bhilwara,137.11,46472.57,1274.71,3828.9,3828.9,475,8932.51
kharif,PMFBY,Rajasthan,Bikaner,392.27,110193.52,2223.47,7900.72,7900.72,346,18024.91
kharif,PMFBY,Rajasthan,Bundi,114.97,41933.28,838.66,4055.36,4055.36,267,8949.38
kharif,PMFBY,Rajasthan,,128.2,45483.67,1068.47,2811.69,2811.69,325,6691.85
kharif,PMFBY,Rajasthan,Churu,463.04,105842.03,2118.65,12447.07,12447.07,271,27012.79
kharif,PMFBY,Rajasthan,Dausa,58.89,14330.61,286.61,499.78,499.78,267,1286.17
kharif,PMFBY,Rajasthan,,8.02,2983.59,59.67,22.4,22.4,209,104.47
kharif,PMFBY,Rajasthan,Dungarpur,20.97,9721.64,194.43,330.45,330.45,258,855.33
kharif,PMFBY,Rajasthan,Hanumangarh,323.54,157201.16,4444.82,17141.49,17141.49,309,38727.8
kharif,PMFBY,Rajasthan,Jaipur,202.81,58659.29,1173.19,2075.55,2075.55,627,5324.29
kharif,PMFBY,Rajasthan,Jaisalmer,288.49,72602.5,1452.05,13291.32,13291.32,265,28034.69
kharif,PMFBY,Rajasthan,,239.38,41930.5,838.61,8477.2,8477.2,290,17793.01
kharif,PMFBY,Rajasthan,Jhalawar,137.53,57177.99,1143.56,3492.28,3492.28,336,8128.12
kharif,PMFBY,Rajasthan,Jhunjhunu,129.47,53006.94,1106.18,2515.57,2515.57,302,6137.32
kharif,PMFBY,Rajasthan,Jodhpur,374.19,105887.02,2462.84,9145.51,9145.51,403,20753.86
kharif,PMFBY,Rajasthan,Karauli,19.96,7213.41,144.27,294.2,294.2,253,732.67
kharif,PMFBY,Rajasthan,Kota,128.91,36086.93,721.74,3892.92,3892.92,209,8507.58
kharif,PMFBY,Rajasthan,Nagaur,375.41,110297.47,2760.56,7637.38,7637.38,453,18035.32
kharif,PMFBY,Rajasthan,Pali,120.53,24817.71,531.96,2960.05,2960.05,385,6452.06
kharif,PMFBY,Rajasthan,Pratapgarh,47.17,14951.06,299.15,454.33,454.33,167,1207.81
kharif,PMFBY,Rajasthan,Rajsamand,19.34,5966.62,159.73,472.33,472.33,238,1104.39
kharif,PMFBY,Rajasthan,Sawai Madhopur,67.3,25558.96,511.18,887.23,887.23,270,2285.64
kharif,PMFBY,Rajasthan,Sikar,162.68,43541.94,870.84,1532.47,1532.47,352,3935.78
kharif,PMFBY,Rajasthan,Sirohi,28.38,7627.59,163.28,986.71,986.71,157,2136.7
kharif,PMFBY,Rajasthan,,195.62,105281.43,3312.87,5630.6,5630.6,436,14574.07
kharif,PMFBY,Rajasthan,Tonk,138.98,37163.33,743.27,534.87,534.87,321,1813.01
kharif,PMFBY,Rajasthan,Udaipur,40.2,10926.74,218.53,668.16,668.16,489,1554.85
kharif,WBCIS,Rajasthan,Barmer,0.76,302.32,15.12,21.92,21.92,37,58.96
kharif,WBCIS,Rajasthan,Bharatpur,0.01,3.97,0.1983,0.476,0.476,1,1.15
kharif,WBCIS,Rajasthan,Bundi,0,3.91,0.1953,0.4687,0.4687,1,1.13
kharif,WBCIS,Rajasthan,Jaisalmer,0.04,12.62,0.631,0.8202,0.8202,7,2.27
kharif,WBCIS,Rajasthan,,9.38,4128.28,206.41,227.06,227.06,71,660.53
kharif,WBCIS,Rajasthan,Jhalawar,0,0.5989,0.0299,0.0599,0.0599,1,0.15
kharif,WBCIS,Rajasthan,Jodhpur,1.39,514.12,25.71,25.71,25.71,67,77.13
kharif,WBCIS,Rajasthan,Pali,0.1,43.18,2.16,3.24,3.24,12,8.64
kharif,WBCIS,Rajasthan,Sawai Madhopur,0.01,2.37,0.1186,0.2846,0.2846,1,0.69
kharif,WBCIS,Rajasthan,Sirohi,1.95,876.79,43.84,48.22,48.22,39,140.28
kharif,PMFBY,Tamil Nadu,Ariyalur,2.2,1607.28,32.84,39.42,39.42,136,111.68
kharif,PMFBY,Tamil Nadu,Coimbatore,1.5,1312.27,55.72,86.67,86.67,177,229.06
kharif,PMFBY,Tamil Nadu,Cuddalore,7.97,5885.35,122.46,103.86,103.86,542,330.18
kharif,PMFBY,Tamil Nadu,Dharmapuri,3.11,3179.18,144.45,352.23,352.23,363,848.91
kharif,PMFBY,Tamil Nadu,Dindigul,1.43,822.8,23.45,41.55,41.55,224,106.55
kharif,PMFBY,Tamil Nadu,Erode,3,3892.99,168.65,147.15,147.15,259,462.95
kharif,PMFBY,Tamil Nadu,,3.18,2238.43,45.08,111.58,111.58,447,268.24
kharif,PMFBY,Tamil Nadu,Kanniyakumari,0.54,442.32,11.08,6.59,6.59,107,24.26
kharif,PMFBY,Tamil Nadu,Karur,1.64,1786.17,82.03,56.31,56.31,108,194.65
kharif,PMFBY,Tamil Nadu,Krishnagiri,1.06,579.25,16.67,35.32,35.32,262,87.31
kharif,PMFBY,Tamil Nadu,Madurai,2.26,1559.73,52.97,99.11,99.11,208,251.19
kharif,PMFBY,Tamil Nadu,Nagapattinam,15.21,11495.38,233.49,178.4,178.4,332,590.29
kharif,PMFBY,Tamil Nadu,Namakkal,34.83,17144.53,358.27,1336.09,1336.09,375,3030.45
kharif,PMFBY,Tamil Nadu,Perambalur,0.52,613.06,28.92,29.71,29.71,69,88.34
kharif,PMFBY,Tamil Nadu,Pudukkottai,1.81,1120.52,22.47,61.98,61.98,169,146.43
kharif,PMFBY,Tamil Nadu,Ramanathapuram,0.04,9.47,0.2935,0,0,3,0.29
kharif,PMFBY,Tamil Nadu,Salem,5.96,3737.54,125.11,233.35,233.35,367,591.81
kharif,PMFBY,Tamil Nadu,Sivaganga,0.12,89.19,3.46,6.59,6.59,39,16.64
kharif,PMFBY,Tamil Nadu,Thanjavur,9.74,7513.82,157.01,240.75,240.75,636,638.51
kharif,PMFBY,Tamil Nadu,The Nilgiris,1.01,1969.6,98.48,9.74,9.74,36,117.96
kharif,PMFBY,Tamil Nadu,Theni,1.19,1288.27,61.32,41.32,41.32,105,143.96
kharif,PMFBY,Tamil Nadu,Thiruvallur,4.6,3230.63,66.48,136.04,136.04,446,338.56
kharif,PMFBY,Tamil Nadu,Thiruvarur,8.11,6207.61,124.19,248.93,248.93,397,622.05
kharif,PMFBY,Tamil Nadu,,0.74,942.47,36.29,2.82,2.82,104,41.93
kharif,PMFBY,Tamil Nadu,Tiruchirappalli,4.06,3626.4,134.53,100.52,100.52,254,335.57
kharif,PMFBY,Tamil Nadu,Tirunelveli,3.19,2678.64,80.74,12.58,12.58,271,105.9
kharif,PMFBY,Tamil Nadu,Tiruppur,2.11,1542.16,43.35,103.04,103.04,229,249.43
kharif,PMFBY,Tamil Nadu,Tiruvannamalai,14.48,9783.5,198.63,536.49,536.49,938,1271.61
kharif,PMFBY,Tamil Nadu,Vellore,6.86,5111.49,126.18,230.28,230.28,491,586.74
kharif,PMFBY,Tamil Nadu,,11.49,7315.94,176.53,251.28,251.28,1069,679.09
kharif,PMFBY,Tamil Nadu,Virudhunagar,1.13,610.98,18.02,54.47,54.47,174,126.96
kharif,PMFBY,Telangana,Adilabad,13.17,7199.42,143.99,251.78,251.78,422,647.55
kharif,PMFBY,Telangana,,5.34,4438.11,88.76,18.69,18.69,229,126.14
kharif,PMFBY,Telangana,,25.65,22540.6,460.2,207.78,207.78,307,875.76
kharif,PMFBY,Telangana,,6.83,5741.56,114.83,99.04,99.04,175,312.91
kharif,PMFBY,Telangana,,3.83,3254.8,65.1,85.44,85.44,184,235.98
kharif,PMFBY,Telangana,,19.55,13901.65,278.03,381.6,381.6,182,1041.23
kharif,PMFBY,Telangana,Kamareddy,28.23,21875.11,437.5,282.73,282.73,436,1002.96
kharif,PMFBY,Telangana,Karimnagar,22.86,19356.78,387.14,196.79,196.79,225,780.72
kharif,PMFBY,Telangana,Khammam,11.39,9287.07,185.74,25.48,25.48,306,236.7
kharif,PMFBY,Telangana,,3.37,2832.19,56.64,56.85,56.85,185,170.34
kharif,PMFBY,Telangana,Mahabubabad,7.35,6170.42,123.41,20.4,20.4,230,164.21
kharif,PMFBY,Telangana,,21.86,16029.85,320.6,780.67,780.67,206,1881.94
kharif,PMFBY,Telangana,Mancherial,29.51,25069.77,501.39,219.56,219.56,365,940.51
kharif,PMFBY,Telangana,Medak,12.82,10705.94,214.12,29.4,29.4,369,272.92
kharif,PMFBY,Telangana,,0.65,539.86,10.8,3.66,3.66,82,18.12
kharif,PMFBY,Telangana,Mulugu,4.91,4164.58,83.29,119.68,119.68,179,322.65
kharif,PMFBY,Telangana,Nagarkurnool,39.45,25949.62,518.99,2742.89,2742.89,342,6004.77
kharif,PMFBY,Telangana,Nalgonda,20.76,17383.6,347.67,50.79,50.79,493,449.25
kharif,PMFBY,Telangana,Narayanpet,11.19,9298.47,185.97,2.71,2.71,233,191.39
kharif,PMFBY,Telangana,Nirmal,23.14,18825.72,505.74,170.49,170.49,251,846.72
kharif,PMFBY,Telangana,Nizamabad,43.6,40113.05,1047.35,679.27,679.27,452,2405.89
kharif,PMFBY,Telangana,Peddapalli,13.01,11049.82,221,110.65,110.65,210,442.3
kharif,PMFBY,Telangana,,8.53,7235.71,144.71,37.25,37.25,169,219.21
kharif,PMFBY,Telangana,Ranga Reddy,19.15,12701.77,254.04,777.22,777.22,326,1808.48
kharif,PMFBY,Telangana,Sangareddy,4.62,3277.9,67.16,61.59,61.59,255,190.34
kharif,PMFBY,Telangana,Siddipet,34.79,26429.17,528.58,1988.34,1988.34,287,4505.26
kharif,PMFBY,Telangana,Suryapet,20.9,17228.35,344.57,23.39,23.39,288,391.35
kharif,PMFBY,Telangana,Vikarabad,13.66,9894.97,240.99,138.54,138.54,237,518.07
kharif,PMFBY,Telangana,Wanaparthy,21.45,16863.82,337.28,460.11,460.11,236,1257.5
kharif,PMFBY,Telangana,,5.96,5371.55,120.6,16.33,16.33,210,153.26
kharif,PMFBY,Telangana,,5.17,4357.01,87.14,24.19,24.19,121,135.52
kharif,PMFBY,Telangana,,17.16,14397.23,287.94,43.72,43.72,326,375.38
kharif,WBCIS,Telangana,Adilabad,73.59,64381.33,3219.07,5472.41,5472.41,18,14163.89
kharif,WBCIS,Telangana,,1.26,1408.05,70.4,91.11,91.11,22,252.62
kharif,WBCIS,Telangana,,0.08,74.21,3.71,6.4,6.4,12,16.51
kharif,WBCIS,Telangana,,4,3534.6,176.73,303.03,303.03,12,782.79
kharif,WBCIS,Telangana,,1.93,1932.87,96.64,139.7,139.7,10,376.04
kharif,WBCIS,Telangana,,9.57,8825.5,441.27,870.35,870.35,12,2181.97
kharif,WBCIS,Telangana,Kamareddy,1.9,1659.61,82.98,165.96,165.96,14,414.9
kharif,WBCIS,Telangana,Karimnagar,1.22,1071.18,53.56,92.39,92.39,16,238.34
kharif,WBCIS,Telangana,Khammam,18.86,20939.58,1046.98,1351.62,1351.62,21,3750.22
