season,scheme,state_name,district_name,area_insured,sum_insured,farmer_share,goi_share,state_share,iu_count
rabi,PMFBY,Rajasthan,Hanumangarh,226.23,132395.03,1985.92,4411.07,4411.07,312
rabi,PMFBY,Rajasthan,Jaipur,188.03,84515.28,1267.77,1804.93,1804.93,620
rabi,PMFBY,Rajasthan,Jaisalmer,95.06,28403.33,618.91,1498.06,1498.06,257
rabi,PMFBY,Rajasthan,Jhalawar,90.98,44257.87,1302.73,583.22,583.22,340
rabi,PMFBY,Rajasthan,Jhunjhunu,111.96,58662.47,881.12,1809.3,1809.3,305
rabi,PMFBY,Rajasthan,Jodhpur,142.58,54412.53,1742.21,1926.32,1926.32,347
rabi,PMFBY,Rajasthan,Karauli,20.95,12601.81,189.03,117.65,117.65,250
rabi,PMFBY,Rajasthan,Kota,94.6,37879.41,686.63,1404.51,1404.51,208
rabi,PMFBY,Rajasthan,Nagaur,128.89,43694.62,1166.76,1285.05,1285.05,416
rabi,PMFBY,Rajasthan,Pali,64.55,19787.46,390.43,728.08,728.08,385
rabi,PMFBY,Rajasthan,Pratapgarh,35.15,20850.19,313.7,221.62,221.62,168
rabi,PMFBY,Rajasthan,Rajsamand,16.35,8139.21,122.09,224.85,224.85,135
rabi,PMFBY,Rajasthan,Sawai Madhopur,53.6,30752.31,461.58,462.81,462.81,267
rabi,PMFBY,Rajasthan,Sikar,109.78,52321.84,794.97,1813.54,1813.54,324
rabi,PMFBY,Rajasthan,Sirohi,22.57,7816.8,131.28,177.6,177.6,163
rabi,PMFBY,Rajasthan,Tonk,137.93,48720.44,733.22,967.96,967.96,321
rabi,PMFBY,Rajasthan,Udaipur,38.22,18623.2,279.35,331.5,331.5,386
rabi,WBCIS,Rajasthan,Ajmer,0.03,56.37,2.82,3.14,3.14,1
rabi,WBCIS,Rajasthan,Baran,2.17,2959.84,147.99,222.01,222.01,1
rabi,WBCIS,Rajasthan,Bharatpur,1.11,1742.54,87.13,217.82,217.82,1
rabi,WBCIS,Rajasthan,Bhilwara,0.02,14.13,0.7063,1.27,1.27,1
rabi,WBCIS,Rajasthan,Bikaner,0.11,105.4,5.27,5.27,5.27,1
rabi,WBCIS,Rajasthan,Bundi,2.27,2380.82,119.04,297.41,297.41,1
rabi,WBCIS,Rajasthan,Dausa,0.08,69.47,3.47,6.25,6.25,1
rabi,WBCIS,Rajasthan,Jaipur,6.57,6662.56,333.13,332.91,332.91,1
rabi,WBCIS,Rajasthan,Jhalawar,4.57,5248.25,262.41,340.81,340.81,1
rabi,WBCIS,Rajasthan,Jhunjhunu,1.99,3489.25,174.46,174.46,174.46,1
rabi,WBCIS,Rajasthan,Jodhpur,0.87,1530.19,76.51,38.35,38.35,1
rabi,WBCIS,Rajasthan,Kota,1.9,2307.06,115.35,149.96,149.96,1
rabi,WBCIS,Rajasthan,Nagaur,0.31,219.26,10.96,8.77,8.77,1
rabi,WBCIS,Rajasthan,Pali,0.05,47.97,2.4,4.32,4.32,1
rabi,WBCIS,Rajasthan,Pratapgarh,2.66,2518.34,125.92,188.84,188.84,1
rabi,WBCIS,Rajasthan,Sikar,4.77,3893.95,194.7,194.69,194.69,1
rabi,WBCIS,Rajasthan,Sirohi,0.26,308.64,15.43,27.78,27.78,1
rabi,WBCIS,Rajasthan,Tonk,0.86,719.55,35.98,64.76,64.76,1
rabi,PMFBY,Tamil Nadu,Ariyalur,16.14,10766.35,192.89,949.29,949.29,192
rabi,PMFBY,Tamil Nadu,Coimbatore,1.72,1224.58,31.51,2.14,2.14,111
rabi,PMFBY,Tamil Nadu,Cuddalore,54.44,35321.76,552.74,1478.83,1478.83,861
rabi,PMFBY,Tamil Nadu,Dharmapuri,3.87,3008.14,81.5,39,39,415
rabi,PMFBY,Tamil Nadu,Dindigul,14.88,6455.93,114.81,657.3,657.3,287
rabi,PMFBY,Tamil Nadu,Erode,6.99,8806.57,276.57,71.09,71.09,282
rabi,PMFBY,Tamil Nadu,Kanniyakumari,0.85,655.22,15.2,33.01,33.01,127
rabi,PMFBY,Tamil Nadu,Karur,3.55,2750.5,73.67,145.29,145.29,148
rabi,PMFBY,Tamil Nadu,Krishnagiri,1.24,886.75,14.3,14.42,14.42,236
rabi,PMFBY,Tamil Nadu,Madurai,24.32,13645.56,250.45,1039.78,1039.78,477
rabi,PMFBY,Tamil Nadu,Nagapattinam,148.95,106664.92,1601.1,16498.49,16498.49,520
rabi,PMFBY,Tamil Nadu,Namakkal,25.64,11734.58,242.84,791.65,791.65,350
rabi,PMFBY,Tamil Nadu,Perambalur,2.15,1877.08,56.7,72.07,72.07,128
rabi,PMFBY,Tamil Nadu,Pudukkottai,67.02,45231.28,680.04,3934.99,3934.99,756
rabi,PMFBY,Tamil Nadu,Ramanathapuram,120.5,65892.91,996.24,8536.81,8536.81,415
rabi,PMFBY,Tamil Nadu,Salem,10.27,6971.67,115.9,16.62,16.62,444
rabi,PMFBY,Tamil Nadu,Sivaganga,58.07,34144.87,583.78,2399.35,2399.35,521
rabi,PMFBY,Tamil Nadu,Thanjavur,116.59,85284.97,1291.42,5259.99,5259.99,868
rabi,PMFBY,Tamil Nadu,The Nilgiris,0.34,775.94,25.51,0.0702,0.0702,31
rabi,PMFBY,Tamil Nadu,Theni,1.68,1682.9,38.86,42.8,42.8,96
rabi,PMFBY,Tamil Nadu,Thiruvallur,33.66,22394.74,340.68,543.61,543.61,715
rabi,PMFBY,Tamil Nadu,Thiruvarur,179.1,128015.28,1921.04,17129.13,17129.13,568
rabi,PMFBY,Tamil Nadu,Tiruchirappalli,13.66,10053.84,162.24,637.83,637.83,449
rabi,PMFBY,Tamil Nadu,Tirunelveli,46.29,19829.16,316.04,1984.29,1984.29,524
rabi,PMFBY,Tamil Nadu,Tiruppur,10.54,5993.18,118.11,108.91,108.91,272
rabi,PMFBY,Tamil Nadu,Tiruvannamalai,74.83,49783.73,850.78,335.84,335.84,1040
rabi,PMFBY,Tamil Nadu,Vellore,15.44,11297.83,258.38,123.72,123.72,581
rabi,PMFBY,Tamil Nadu,Virudhunagar,67.12,33442.18,701.09,2474.79,2474.79,587
rabi,PMFBY,Telangana,Adilabad,4.62,1793.51,26.9,25.58,25.58,279
rabi,PMFBY,Telangana,Kamareddy,7.34,5318.69,79.78,22.93,22.93,388
rabi,PMFBY,Telangana,Karimnagar,10.59,7899.49,118.49,24.16,24.16,219
rabi,PMFBY,Telangana,Khammam,4.24,3133.13,47,8.39,8.39,248
rabi,PMFBY,Telangana,Mahabubabad,4.15,3785.21,122.13,23.74,23.74,162
rabi,PMFBY,Telangana,Mancherial,4.02,3012.14,45.18,15.09,15.09,292
rabi,PMFBY,Telangana,Medak,6.01,4484.15,67.26,11.48,11.48,334
rabi,PMFBY,Telangana,Nagarkurnool,6.78,4285.37,64.28,21.43,21.43,238
rabi,PMFBY,Telangana,Nalgonda,10.41,7803.45,117.05,48.78,48.78,422
rabi,PMFBY,Telangana,Nirmal,3.01,2046.04,30.69,12.82,12.82,135
rabi,PMFBY,Telangana,Nizamabad,7.72,5783.37,86.76,29.17,29.17,403
rabi,PMFBY,Telangana,Peddapalli,8.17,6107.29,91.61,39.11,39.11,220
rabi,PMFBY,Telangana,Ranga Reddy,4.42,3071.55,46.07,47.37,47.37,252
rabi,PMFBY,Telangana,Sangareddy,2.34,1629.42,24.48,5.54,5.54,218
rabi,PMFBY,Telangana,Siddipet,17.98,13374.27,200.61,179.69,179.69,358
rabi,PMFBY,Telangana,Suryapet,7.78,5826.35,87.4,14.67,14.67,265
rabi,PMFBY,Telangana,Vikarabad,4.17,3089.38,46.55,23.25,23.25,258
rabi,PMFBY,Telangana,Wanaparthy,7.07,5099.77,76.5,26.36,26.36,124
rabi,WBCIS,Telangana,Adilabad,0.04,0.18,0.009,0,0,1
rabi,WBCIS,Telangana,Kamareddy,0.8,5.54,0.2771,0,0,2
rabi,WBCIS,Telangana,Karimnagar,8.81,45.99,2.3,0,0,11
rabi,WBCIS,Telangana,Khammam,14.3,74.72,3.74,0,0,14
rabi,WBCIS,Telangana,Mahabubabad,15.63,70.32,3.52,0.3516,0.3516,9
rabi,WBCIS,Telangana,Mancherial,9.65,54.11,2.71,0,0,11
rabi,WBCIS,Telangana,Medak,2.56,11.54,0.5768,0,0,4
rabi,WBCIS,Telangana,Nagarkurnool,13.53,72.65,3.63,0,0,10
rabi,WBCIS,Telangana,Nalgonda,2.38,10.7,0.5348,0,0,5
rabi,WBCIS,Telangana,Nirmal,1.52,7.37,0.3683,0,0,2
rabi,WBCIS,Telangana,Nizamabad,1.62,8.86,0.4428,0,0,4
rabi,WBCIS,Telangana,Peddapalli,0.91,5.08,0.2542,0,0,4
rabi,WBCIS,Telangana,Ranga Reddy,2.53,11.82,0.5909,0,0,5
rabi,WBCIS,Telangana,Sangareddy,2.81,12.64,0.6322,0,0,8
rabi,WBCIS,Telangana,Siddipet,16.93,85.28,4.26,0,0,12
rabi,WBCIS,Telangana,Suryapet,15.34,74.35,3.72,0,0,16
rabi,WBCIS,Telangana,Vikarabad,1.84,8.29,0.4145,0.0414,0.0414,5
rabi,WBCIS,Telangana,Wanaparthy,6.55,30.1,1.51,0,0,6
rabi,PMFBY,Tripura,Dhalai,0.04,27.55,0.6734,0.2198,0.2198,7
rabi,PMFBY,Tripura,Gomati,0.06,37.37,0.6437,0.4406,0.4406,6
rabi,PMFBY,Tripura,Khowai,0.04,24.84,0.5407,0.2004,0.2004,5
rabi,PMFBY,Tripura,North Tripura,0.02,18.22,0.6635,0.1154,0.1154,8
rabi,PMFBY,Tripura,Sepahijala,0.02,14.65,0.4646,0.0852,0.0852,7
rabi,PMFBY,Tripura,Unakoti,0.02,19.68,0.8612,0.0263,0.0263,5
rabi,PMFBY,Tripura,West Tripura,0.12,76.74,1.18,0.9497,0.9497,11
rabi,PMFBY,Uttar Pradesh,Agra,36.97,31729.74,1166.59,108.88,108.88,655
rabi,PMFBY,Uttar Pradesh,Aligarh,23,18496.33,514.71,66.58,66.58,811
rabi,PMFBY,Uttar Pradesh,Ambedkar Nagar,29.15,15579.86,233.7,194.75,194.75,913
rabi,PMFBY,Uttar Pradesh,Amethi,38.06,16517.22,247.76,123.88,123.88,668
rabi,PMFBY,Uttar Pradesh,Amroha,3.09,1715.15,32.24,9.93,9.93,516
rabi,PMFBY,Uttar Pradesh,Auraiya,21.38,12298.11,193.73,154.89,154.89,470
rabi,PMFBY,Uttar Pradesh,Azamgarh,15.92,7259.78,108.9,125.59,125.59,1536
rabi,PMFBY,Uttar Pradesh,Baghpat,0.92,609.62,9.14,7.62,7.62,218
rabi,PMFBY,Uttar Pradesh,Bahraich,62.24,28916.31,433.74,73.81,73.81,1022
rabi,PMFBY,Uttar Pradesh,Ballia,23.67,11132.59,167.95,139.37,139.37,772
rabi,PMFBY,Uttar Pradesh,Balrampur,8.43,3755.16,56.33,46.95,46.95,597
rabi,PMFBY,Uttar Pradesh,Banda,55.38,15828.72,237.43,717.32,717.32,469
rabi,PMFBY,Uttar Pradesh,Barabanki,34.13,19178.25,376.73,163.21,163.21,1161
rabi,PMFBY,Uttar Pradesh,Bareilly,12.68,6175.63,93.09,73.35,73.35,945
rabi,PMFBY,Uttar Pradesh,Basti,36.49,16745.4,251.18,207.64,207.64,1210
rabi,PMFBY,Uttar Pradesh,Bhadohi,5.83,2500.7,37.51,66.14,66.14,531
rabi,PMFBY,Uttar Pradesh,Bijnor,1.31,660.85,9.91,1.65,1.65,505
rabi,PMFBY,Uttar Pradesh,Budaun,16.78,9164.51,147.37,139.97,139.97,812
rabi,PMFBY,Uttar Pradesh,Bulandshahr,35.01,22652.72,340.31,111.73,111.73,918
rabi,PMFBY,Uttar Pradesh,Chandauli,20.06,7866.12,117.99,151.52,151.52,643
rabi,PMFBY,Uttar Pradesh,Chitrakoot,15.02,4517.69,67.76,145.8,145.8,329
rabi,PMFBY,Uttar Pradesh,Deoria,25.58,11799.6,176.99,88.5,88.5,1139
rabi,PMFBY,Uttar Pradesh,Etah,9.49,5281.93,89.85,68.25,68.25,534
rabi,PMFBY,Uttar Pradesh,Etawah,24.2,14218.38,246.97,197.13,197.13,466
rabi,PMFBY,Uttar Pradesh,Farrukhabad,15.72,10909.34,318.35,36.4,36.4,573
rabi,PMFBY,Uttar Pradesh,Fatehpur,56.93,28101.89,424.16,351.2,351.2,810
rabi,PMFBY,Uttar Pradesh,Firozabad,20.36,19249.87,518.92,86.96,86.96,555
rabi,PMFBY,Uttar Pradesh,Gautam Buddha Nagar,3.95,2377.52,35.66,29.72,29.72,148
rabi,PMFBY,Uttar Pradesh,Ghaziabad,1.46,941.54,14.12,2.35,2.35,127
rabi,PMFBY,Uttar Pradesh,Ghazipur,29.7,13017.27,197.83,72.33,72.33,1182
rabi,PMFBY,Uttar Pradesh,Gonda,16.97,7965.21,119.48,59.73,59.73,1004
rabi,PMFBY,Uttar Pradesh,Gorakhpur,35.61,16370.63,245.56,343.78,343.78,1186
rabi,PMFBY,Uttar Pradesh,Hamirpur,68.46,27202.74,408.04,690.94,690.94,338
rabi,PMFBY,Uttar Pradesh,Hapur,2.17,1706.91,43.28,21.64,21.64,224
rabi,PMFBY,Uttar Pradesh,Hardoi,48.49,25824.28,407.57,161.56,161.56,1280
rabi,PMFBY,Uttar Pradesh,Hathras,13.65,12952.09,570.68,275.48,275.48,437
rabi,PMFBY,Uttar Pradesh,Jalaun,107.79,51154.76,767.32,2517.49,2517.49,568
rabi,PMFBY,Uttar Pradesh,Jaunpur,8.8,4122.48,63.34,48.88,48.88,1538
rabi,PMFBY,Uttar Pradesh,Jhansi,210.51,87967.97,1319.51,4963.09,4963.09,492
rabi,PMFBY,Uttar Pradesh,Kannauj,25.24,18402.67,586.01,677.97,677.97,501
rabi,PMFBY,Uttar Pradesh,Kanpur Dehat,65.87,38426.77,576.4,1202.44,1202.44,629
rabi,PMFBY,Uttar Pradesh,Kanpur Nagar,49.62,26912.19,546.87,844.45,844.45,517
rabi,PMFBY,Uttar Pradesh,Kasganj,4.97,3200.37,53.46,38.39,38.39,351
rabi,PMFBY,Uttar Pradesh,Kaushambi,13.69,5717.27,86.42,100.05,100.05,475
rabi,PMFBY,Uttar Pradesh,Kheri,5.81,3185.3,47.78,8.03,8.03,941
rabi,PMFBY,Uttar Pradesh,Kushi Nagar,38.22,17319.58,259.79,333.4,333.4,936
rabi,PMFBY,Uttar Pradesh,Lalitpur,209.16,77718.31,1165.77,1648.54,1648.54,413
rabi,PMFBY,Uttar Pradesh,Lucknow,14.27,6325.33,102.28,83.33,83.33,510
rabi,PMFBY,Uttar Pradesh,Mahoba,84.81,21858.28,327.87,1733.02,1733.02,273
rabi,PMFBY,Uttar Pradesh,Mainpuri,24.47,15911.5,388.4,349.07,349.07,549
rabi,PMFBY,Uttar Pradesh,Mathura,75.84,43629.98,1008.17,730,730,537
rabi,PMFBY,Uttar Pradesh,Mau,8.28,3785.24,56.78,84.41,84.41,611
rabi,PMFBY,Uttar Pradesh,Meerut,1.2,818.93,13.45,6.55,6.55,402
rabi,PMFBY,Uttar Pradesh,Mirzapur,51.4,18348.61,275.35,214.03,214.03,780
rabi,PMFBY,Uttar Pradesh,Moradabad,5.35,2715.6,40.97,87.25,87.25,535
rabi,PMFBY,Uttar Pradesh,Muzaffarnagar,1.05,607.09,9.32,4.81,4.81,327
rabi,PMFBY,Uttar Pradesh,Pilibhit,21.91,13155.72,197.33,131.55,131.55,709
rabi,PMFBY,Uttar Pradesh,Pratapgarh,25.75,11096.21,166.98,248.85,248.85,1176
rabi,PMFBY,Uttar Pradesh,Rae Bareli,67.49,28883.82,436.8,573.73,573.73,982
rabi,PMFBY,Uttar Pradesh,Rampur,27.87,15440.47,231.84,216.16,216.16,658
rabi,PMFBY,Uttar Pradesh,Saharanpur,3.21,1681.87,25.23,21.02,21.02,650
rabi,PMFBY,Uttar Pradesh,Sambhal,7.93,5566.88,160.99,18.5,18.5,504
rabi,PMFBY,Uttar Pradesh,Shahjahanpur,12.22,7181.95,108.31,169.17,169.17,988
rabi,PMFBY,Uttar Pradesh,Shamli,1.88,1176.18,17.64,11.41,11.41,205
rabi,PMFBY,Uttar Pradesh,Siddharth Nagar,39.49,20110.22,301.65,807.42,807.42,1184
rabi,PMFBY,Uttar Pradesh,Sitapur,29.84,14324.51,215.1,285.17,285.17,1477
rabi,PMFBY,Uttar Pradesh,Sonbhadra,38.43,11529.63,172.94,367.41,367.41,539
rabi,PMFBY,Uttar Pradesh,Sultanpur,56.04,26247.4,393.73,154.85,154.85,934
rabi,PMFBY,Uttar Pradesh,Unnao,52.45,24060.78,368.15,248.76,248.76,1030
rabi,PMFBY,Uttar Pradesh,Varanasi,5.73,2578.3,38.79,32.18,32.18,623
rabi,PMFBY,Uttarakhand,Almora,0.61,291.63,4.37,3.5,3.5,16
rabi,PMFBY,Uttarakhand,Bageshwar,0.28,107.91,1.62,0.5395,0.5395,7
rabi,PMFBY,Uttarakhand,Chamoli,0.35,147.82,2.22,1.85,1.85,11
rabi,PMFBY,Uttarakhand,Champawat,0.18,73.64,1.1,0.3682,0.3682,6
rabi,PMFBY,Uttarakhand,Dehradun,2.12,1362.44,20.44,23.35,23.35,29
rabi,PMFBY,Uttarakhand,Nainital,1.8,1197.6,17.96,13.85,13.85,21
rabi,PMFBY,Uttarakhand,Pithoragarh,0.55,224.08,3.36,1.12,1.12,14
rabi,PMFBY,Uttarakhand,Rudra Prayag,0.39,155.11,2.33,2.71,2.71,4
rabi,PMFBY,Uttarakhand,Tehri Garhwal,0.63,250.9,3.76,4.39,4.39,13
rabi,PMFBY,Uttarakhand,Uttar Kashi,0.65,451.16,6.77,7.9,7.9,10
rabi,WBCIS,Uttarakhand,Almora,1.14,16.28,0.8142,1.91,1.91,10
rabi,WBCIS,Uttarakhand,Bageshwar,1.04,10.41,0.5208,1.68,1.68,4
rabi,WBCIS,Uttarakhand,Chamoli,28.62,557.58,27.88,32.88,32.88,4
rabi,WBCIS,Uttarakhand,Champawat,1.63,12.12,0.606,0.0018,0.0018,5
rabi,WBCIS,Uttarakhand,Dehradun,160.95,3363.28,168.16,400.28,400.28,7
rabi,WBCIS,Uttarakhand,Nainital,73.93,2233.6,111.68,189.1,189.1,8
rabi,WBCIS,Uttarakhand,Pithoragarh,0.46,7.74,0.387,0.8078,0.8078,5
rabi,WBCIS,Uttarakhand,Rudra Prayag,0.17,2.14,0.1069,0.0174,0.0174,3
rabi,WBCIS,Uttarakhand,Tehri Garhwal,18.02,326.41,16.32,20.26,20.26,8
rabi,WBCIS,Uttarakhand,Uttar Kashi,160.9,3216.86,160.84,351.57,351.57,10
rabi,PMFBY,West Bengal,Alipurduar,3.12,5030.59,220.98,11.79,16.42,29
rabi,PMFBY,West Bengal,Bankura,57.15,44827.33,675.14,993.46,1477.94,143
rabi,PMFBY,West Bengal,Birbhum,128.21,62070.11,43.73,824.75,1743.63,170
rabi,PMFBY,West Bengal,Jalpaiguri,16.85,22987.83,840.88,77.38,152.68,64
rabi,PMFBY,West Bengal,Jhargram,5.9,5818.03,29.03,81.71,160.9,86
rabi,PMFBY,West Bengal,Kalimpong,0.11,123.6,4.84,1.67,2.18,3
rabi,PMFBY,West Bengal,Maldah,59.29,40798.72,44.29,766.05,1361.21,159
rabi,PMFBY,West Bengal,Murshidabad,64.14,47936.75,19.75,806.21,1519.39,249
rabi,PMFBY,West Bengal,Nadia,42,30404.34,15.91,339.74,791.38,210
rabi,PMFBY,West Bengal,Paschim Bardhaman,1.03,662.22,0.3438,12.18,22.02,12
rabi,PMFBY,West Bengal,Purba Bardhaman,165.76,140405.66,986.6,3101.97,4933.44,241
rabi,WBCIS,West Bengal,Bankura,0,0.8402,0.042,0.084,0.084,2
rabi,WBCIS,West Bengal,Birbhum,0.02,19.98,0.9992,2,2,5
rabi,WBCIS,West Bengal,Jalpaiguri,0.01,5.7,0.0994,0.6631,0.6631,3
rabi,WBCIS,West Bengal,Maldah,0.01,5.48,0.274,0.548,0.548,3
rabi,WBCIS,West Bengal,Murshidabad,0,2.6,0.13,0.2599,0.2599,2
rabi,WBCIS,West Bengal,Nadia,0.02,45.27,1.24,5.04,5.04,14
rabi,WBCIS,West Bengal,Purba Bardhaman,0,7.35,0.3677,0.7354,0.7354,5
kharif,PMFBY,Andhra Pradesh,Anantapur,31.49,18607.34,0.189,692.09,1525.05,287
kharif,PMFBY,Andhra Pradesh,Chittoor,36.29,46597.33,0.4411,38.81,1184.69,770
kharif,PMFBY,Andhra Pradesh,East Godavari,127.27,98727.5,1.83,3484.44,5464.89,1239
kharif,PMFBY,Andhra Pradesh,Guntur,69.35,53191.15,0.6184,509.34,1625.94,623
kharif,PMFBY,Andhra Pradesh,Krishna,107.19,110284.72,1.15,1555.13,4120.25,983
kharif,PMFBY,Andhra Pradesh,Kurnool,176.73,191892.9,1.73,5663.87,13532.4,821
kharif,PMFBY,Andhra Pradesh,Prakasam,213.05,115234.93,1.68,6721.38,9879.98,853
kharif,PMFBY,Andhra Pradesh,Srikakulam,177.23,149882.04,2.28,6269.86,9473.39,1810
kharif,PMFBY,Andhra Pradesh,Vizianagaram,99.92,77937.65,1.31,1149,2734.72,1425
kharif,PMFBY,Andhra Pradesh,West Godavari,121.58,101316.05,1.74,3243,5285.46,856
kharif,WBCIS,Andhra Pradesh,Anantapur,929.7,535572.47,5.47,22103.03,32881.69,63
kharif,WBCIS,Andhra Pradesh,Chittoor,41.29,21849.81,0.3533,440.04,1320.01,57
kharif,WBCIS,Andhra Pradesh,Guntur,107.26,136509.33,0.9137,4422.03,10864.9,57
kharif,WBCIS,Andhra Pradesh,Krishna,0.02,22.06,0.0001,2.02,3.02,6
kharif,WBCIS,Andhra Pradesh,Kurnool,283.52,212639.51,1.81,3455.92,12538.87,52
kharif,WBCIS,Andhra Pradesh,Prakasam,68.39,70159.93,0.6923,938.78,4438.37,55
kharif,WBCIS,Andhra Pradesh,Srikakulam,0.04,55.79,0.0002,5.23,8.02,8
kharif,WBCIS,Andhra Pradesh,Vizianagaram,0.66,820.26,0.0062,59.71,100.43,22
kharif,PMFBY,Assam,Baksa,7.73,4584.38,6.5,80.54,165.78,13
kharif,PMFBY,Assam,Barpeta,13.71,7914.23,13.01,88.35,262.51,8
kharif,PMFBY,Assam,Bongaigaon,6.32,3756.36,2.54,225.31,297.89,3
kharif,PMFBY,Assam,Cachar,19.17,11388.83,1.1,0,226.67,5
kharif,PMFBY,Assam,Chirang,0.94,561.01,0.0677,4.19,15.36,3
kharif,PMFBY,Assam,Darrang,14.79,8784.99,11.32,43.92,208.31,4
kharif,PMFBY,Assam,Dhemaji,11.78,6997.75,1.43,104.97,243.49,4
kharif,PMFBY,Assam,Dhubri,4.33,2485.67,1.25,38.43,87.57,8
kharif,PMFBY,Assam,Dibrugarh,7.47,4437.53,2.39,0,86.36,7
kharif,PMFBY,Assam,Dima Hasao,0.32,191.74,1.09,1.92,4.66,4
kharif,PMFBY,Assam,Goalpara,3.41,2027.61,0.3515,15.18,55.42,5
kharif,PMFBY,Assam,Golaghat,6.32,3750.11,0.681,18.75,93.07,6
kharif,PMFBY,Assam,Hailakandi,9.15,5433.31,3.79,40.75,145.62,4
kharif,PMFBY,Assam,Jorhat,10.74,6368.45,2.4,47.73,172.7,6
kharif,PMFBY,Assam,Kamrup,14.35,8516.86,5.33,42.65,207.68,11
kharif,PMFBY,Assam,Karbi Anglong,3.14,1865,0.0397,9.32,46.59,4
kharif,PMFBY,Assam,Karimganj,5.75,3412.67,1.29,8.53,75.5,5
kharif,PMFBY,Assam,Kokrajhar,5.63,3184.17,0.9038,34.46,112.36,4
kharif,PMFBY,Assam,Lakhimpur,20.25,12015.37,0.5519,120.04,359.79,7
kharif,PMFBY,Assam,Nagaon,11.34,6734.48,10.07,67.34,191.96,11
kharif,PMFBY,Assam,Nalbari,4.19,2487.48,10.9,6.13,46.06,7
kharif,PMFBY,Assam,Sivasagar,9.54,5665.18,2.43,48.15,159.03,7
kharif,PMFBY,Assam,Sonitpur,10.95,6486.71,2.65,126.51,255.18,8
kharif,PMFBY,Assam,Tinsukia,10.11,6007.93,1.09,120.16,239.22,4
kharif,PMFBY,Assam,Udalguri,21.52,12776.3,2.77,127.62,381.43,5
kharif,PMFBY,Chhattisgarh,Balod,141,56852.62,1137.05,3928.62,3928.62,695
kharif,PMFBY,Chhattisgarh,Baloda Bazar,146.19,54503.31,1090.07,2471.71,2471.71,957
kharif,PMFBY,Chhattisgarh,Balrampur,35.26,9491.11,189.82,141.52,141.52,602
kharif,PMFBY,Chhattisgarh,Bastar,44.29,16389.99,327.8,491.69,491.69,551
kharif,PMFBY,Chhattisgarh,Bemetara,160.13,63700.17,1274,6391.78,6391.78,707
kharif,PMFBY,Chhattisgarh,Bijapur,20.29,6273.92,125.48,76.28,76.28,312
kharif,PMFBY,Chhattisgarh,Bilaspur,95.18,36426.42,728.53,1551.14,1551.14,906
kharif,PMFBY,Chhattisgarh,Dhamtari,82.22,34062,681.24,1650.2,1650.2,629
kharif,PMFBY,Chhattisgarh,Durg,104.36,44652.9,893.06,1709.13,1709.13,426
kharif,PMFBY,Chhattisgarh,Gariyaband,64.24,23249.87,465,1086.55,1086.55,663
kharif,PMFBY,Chhattisgarh,Janjgir-champa,108.89,46622.22,932.44,1015.24,1015.24,902
kharif,PMFBY,Chhattisgarh,Jashpur,27.58,7830.36,156.61,119.09,119.09,679
kharif,PMFBY,Chhattisgarh,Kondagaon,40.7,14247.42,284.95,425.09,425.09,498
kharif,PMFBY,Chhattisgarh,Korba,43.11,14616.35,292.33,416.39,416.39,705
kharif,PMFBY,Chhattisgarh,Mahasamund,167,58609.27,1172.19,2751.16,2751.16,1128
kharif,PMFBY,Chhattisgarh,Mungeli,59.44,23789.02,475.78,1063.82,1063.82,668
kharif,PMFBY,Chhattisgarh,Narayanpur,4.78,1674.32,33.49,92.02,92.02,133
kharif,PMFBY,Chhattisgarh,Raigarh,121.47,40055.13,801.1,3642.54,3642.54,1410
kharif,PMFBY,Chhattisgarh,Raipur,95.84,40326.72,806.53,1378.01,1378.01,502
kharif,PMFBY,Chhattisgarh,Rajnandgaon,290.85,109235.82,2184.71,11367.53,11367.53,1622
kharif,PMFBY,Chhattisgarh,Sukma,16.24,4384.28,87.69,179.73,179.73,173
kharif,PMFBY,Chhattisgarh,Surajpur,47.77,12890.48,257.81,196.79,196.79,514
kharif,PMFBY,Chhattisgarh,Surguja,41.55,11273.32,225.47,386.7,386.7,566
kharif,WBCIS,Chhattisgarh,Balod,0.11,102.74,5.14,5.77,5.77,7
kharif,WBCIS,Chhattisgarh,Baloda Bazar,0.08,71.96,3.6,3.87,3.87,12
kharif,WBCIS,Chhattisgarh,Balrampur,0.01,13.94,0.697,0.4385,0.4385,6
kharif,WBCIS,Chhattisgarh,Bastar,0.21,176.67,8.83,20.74,20.74,13
kharif,WBCIS,Chhattisgarh,Bemetara,0.92,951.54,47.58,81.22,81.22,9
kharif,WBCIS,Chhattisgarh,Bijapur,0,2.7,0.1352,0.1226,0.1226,2
kharif,WBCIS,Chhattisgarh,Bilaspur,0.14,141.8,7.09,7.76,7.76,12
kharif,WBCIS,Chhattisgarh,Dhamtari,0.05,44.73,2.24,1.61,1.61,17
kharif,WBCIS,Chhattisgarh,Durg,1.46,1454.26,72.71,138.11,138.11,10
kharif,WBCIS,Chhattisgarh,Gariyaband,0.08,78.08,3.9,4.68,4.68,12
kharif,WBCIS,Chhattisgarh,Janjgir-champa,0.08,66.67,3.33,3.67,3.67,25
kharif,WBCIS,Chhattisgarh,Jashpur,0.02,18.37,0.9185,0.5866,0.5866,9
kharif,WBCIS,Chhattisgarh,Kondagaon,0.05,40.98,2.05,1.46,1.46,19
kharif,WBCIS,Chhattisgarh,Korba,0.05,42.22,2.11,2.83,2.83,18
