season,scheme,state_name,district_name,area_insured,sum_insured,farmer_share,goi_share,state_share,iu_count
kharif,PMFBY,Maharashtra,Ratnagiri,0.3,135.61,2.71,5.42,5.42,53
kharif,PMFBY,Maharashtra,Sangli,50.92,12841.42,256.91,1455.45,1455.45,77
kharif,PMFBY,Maharashtra,Satara,8.17,2390.49,48.78,324.73,365.63,102
kharif,PMFBY,Maharashtra,Sindhudurg,0.59,258.51,5.17,10.34,10.34,39
kharif,PMFBY,Maharashtra,Solapur,190.08,50507.49,1036.28,5497.34,5497.34,102
kharif,PMFBY,Maharashtra,Thane,13.86,5894.26,117.89,458.65,458.65,26
kharif,PMFBY,Maharashtra,Wardha,25.41,11288.31,451.5,624.37,624.37,47
kharif,PMFBY,Maharashtra,Washim,193.59,81564.7,1740.26,4490.94,4490.94,46
kharif,PMFBY,Maharashtra,Yavatmal,330.77,124371.68,3597.47,6608.1,6608.1,110
kharif,WBCIS,Maharashtra,Akola,2.2,1740.74,87.04,217.54,301.9,24
kharif,WBCIS,Maharashtra,Amravati,6.65,5313.92,265.7,385.69,385.9,66
kharif,WBCIS,Maharashtra,Aurangabad,16.76,15941.81,797.09,565.07,567.64,53
kharif,WBCIS,Maharashtra,Dhule,1.12,1432.45,71.62,73.53,77.7,27
kharif,WBCIS,Maharashtra,Hingoli,0.15,123.28,6.16,13.81,13.81,20
kharif,WBCIS,Maharashtra,Jalgaon,1.56,1208.51,60.43,116.81,177.23,54
kharif,WBCIS,Maharashtra,Jalna,26.1,25480.1,1274.01,994.46,1014.74,49
kharif,WBCIS,Maharashtra,Latur,0.07,87.63,4.38,0.8575,1.68,10
kharif,WBCIS,Maharashtra,Nagpur,2.37,1897.66,94.88,68.2,68.2,35
kharif,WBCIS,Maharashtra,Nanded,0.1,83.86,4.19,9.98,9.98,3
kharif,WBCIS,Maharashtra,Nashik,9.57,12404.6,620.23,3.37,6.62,54
kharif,WBCIS,Maharashtra,Osmanabad,0.47,441.41,22.07,37.78,74.58,30
kharif,WBCIS,Maharashtra,Palghar,3.95,2368.13,118.41,236.81,236.81,19
kharif,WBCIS,Maharashtra,Parbhani,1.63,1285.16,64.26,155.66,241.38,28
kharif,WBCIS,Maharashtra,Pune,4.22,5448.82,272.44,301.23,305.52,71
kharif,WBCIS,Maharashtra,Sangli,14.17,18408.56,920.43,626.94,628.66,30
kharif,WBCIS,Maharashtra,Satara,2.6,3386.24,169.31,0,0,31
kharif,WBCIS,Maharashtra,Solapur,24.2,30829.75,1541.49,839.96,976.06,85
kharif,WBCIS,Maharashtra,Thane,0.01,8.52,0.426,1.06,4.05,3
kharif,WBCIS,Maharashtra,Wardha,0.3,242.48,12.12,18.19,18.19,9
kharif,WBCIS,Maharashtra,Washim,0.26,216.93,10.85,22.17,22.17,30
kharif,WBCIS,Maharashtra,Yavatmal,0.25,198.55,9.93,16.22,16.22,19
kharif,PMFBY,Meghalaya,Ri Bhoi,0.09,73.66,3.61,0.0146,0.0016,2
kharif,PMFBY,Meghalaya,West Garo Hills,0,0.2402,0.0048,0.0021,0.0002,1
kharif,PMFBY,Meghalaya,West Jaintia Hills,0,1.4,0.0434,0.0036,0.0004,2
kharif,PMFBY,Meghalaya,West Khasi Hills,0,1.54,0.0308,0.0133,0.0015,1
kharif,PMFBY,Odisha,Anugul,37.09,26930.17,538.38,2220.04,2220.04,232
kharif,PMFBY,Odisha,Balangir,109.84,77245.03,1548.14,9621.33,9621.33,337
kharif,PMFBY,Odisha,Baleshwar,46.96,34049.38,681.03,3403.7,3403.7,363
kharif,PMFBY,Odisha,Bargarh,177.74,119894.71,2399.8,11957.78,11957.78,268
kharif,PMFBY,Odisha,Bhadrak,59.83,40086.04,801.69,2124.53,2124.53,221
kharif,PMFBY,Odisha,Cuttack,16.97,10693.14,213.82,550.53,550.53,343
kharif,PMFBY,Odisha,Dhenkanal,21.48,13429.11,268.59,669.65,669.65,221
kharif,PMFBY,Odisha,Gajapati,7.2,4151.37,83.3,179.45,179.45,145
kharif,PMFBY,Odisha,Ganjam,77.38,50287.68,1005.72,5027.43,5027.43,538
kharif,PMFBY,Odisha,Jagatsinghapur,21.16,12166.92,243.33,365,365,200
kharif,PMFBY,Odisha,Jajapur,38.8,24250.58,484.99,2037.03,2037.03,308
kharif,PMFBY,Odisha,Jharsuguda,23.39,14621.74,292.35,1899.86,1899.86,83
kharif,PMFBY,Odisha,Kalahandi,55.52,41575.15,834.88,4142.17,4142.17,318
kharif,PMFBY,Odisha,Kandhamal,2.29,1655.77,32.02,38.67,38.67,163
kharif,PMFBY,Odisha,Kendrapara,74.08,42967.7,859.33,2670.42,2670.42,251
kharif,PMFBY,Odisha,Kendujhar,17.76,10241.69,204.8,435.16,435.16,300
kharif,PMFBY,Odisha,Khordha,32.86,19718.35,394.35,1133.75,1133.75,193
kharif,PMFBY,Odisha,Koraput,4.28,3074.4,60.28,42.69,42.69,204
kharif,PMFBY,Odisha,Malkangiri,3.68,2709.72,54.19,108.33,108.33,102
kharif,PMFBY,Odisha,Mayurbhanj,16.37,12212.51,244.24,383.41,383.41,410
kharif,PMFBY,Odisha,Nayagarh,18.7,11688.1,233.75,642.75,642.75,198
kharif,PMFBY,Odisha,Nuapada,23.11,14170.91,283.06,1255.98,1255.98,139
kharif,PMFBY,Odisha,Puri,35.23,24570.25,491.39,2457.01,2457.01,271
kharif,PMFBY,Odisha,Rayagada,12.5,9359.45,186.53,354.86,354.86,194
kharif,PMFBY,Odisha,Sambalpur,53.58,41445.19,827.47,4130.39,4130.39,154
kharif,PMFBY,Odisha,Sundargarh,67.15,45288.18,905.33,2714.81,2714.81,296
kharif,PMFBY,Puducherry,Karaikal,0,0.1688,0,0.0063,0.0097,1
kharif,PMFBY,Rajasthan,Ajmer,134.99,41783.15,937.9,4149.33,4149.33,540
kharif,PMFBY,Rajasthan,Alwar,125.31,48266.91,1069.07,1163.67,1163.67,534
kharif,PMFBY,Rajasthan,Banswara,59.69,20884.04,433.57,1119.77,1119.77,339
kharif,PMFBY,Rajasthan,Baran,127.67,50539.22,1010.78,3490.34,3527.55,246
kharif,PMFBY,Rajasthan,Barmer,1091.45,101039.17,2020.76,14115.48,22925.57,424
kharif,PMFBY,Rajasthan,Bharatpur,75.11,26258.22,527.89,975.59,975.59,508
kharif,PMFBY,Rajasthan,Bhilwara,194.2,60343,1401.72,5870.88,5870.88,478
kharif,PMFBY,Rajasthan,Bikaner,574.5,168817.52,3409.01,11327.78,11327.78,344
kharif,PMFBY,Rajasthan,Bundi,164.95,69835.46,1396.7,6359.53,9154.17,241
kharif,PMFBY,Rajasthan,Churu,598.68,127102.61,2551.18,13964.6,13964.6,272
kharif,PMFBY,Rajasthan,Dausa,61.86,23935.17,478.7,1254.72,1266.11,272
kharif,PMFBY,Rajasthan,Dungarpur,37.45,11676.23,233.52,745.51,745.51,264
kharif,PMFBY,Rajasthan,Hanumangarh,449.94,117591.64,2868.5,9142.35,9187.92,310
kharif,PMFBY,Rajasthan,Jaipur,225.14,99984.51,1999.68,3562.08,3562.08,631
kharif,PMFBY,Rajasthan,Jaisalmer,377.92,34920.25,698.4,4215.86,5727.72,269
kharif,PMFBY,Rajasthan,Jhalawar,193.39,75042.21,1500.84,6966.08,6966.08,340
kharif,PMFBY,Rajasthan,Jhunjhunu,150.22,53092.16,1089.8,3549.78,3549.78,304
kharif,PMFBY,Rajasthan,Jodhpur,470.33,172863.38,3722.07,13802.88,13802.88,411
kharif,PMFBY,Rajasthan,Karauli,26.71,10746.56,214.93,412.79,412.79,257
kharif,PMFBY,Rajasthan,Kota,163.05,65816.18,1316.32,3147.35,3147.35,213
kharif,PMFBY,Rajasthan,Nagaur,460.5,153605.53,3277.32,12924.78,12924.78,464
kharif,PMFBY,Rajasthan,Pali,173.71,41774.66,896.66,4329.87,4398.58,387
kharif,PMFBY,Rajasthan,Pratapgarh,69.64,31743.27,634.89,1970.66,2156.12,167
kharif,PMFBY,Rajasthan,Rajsamand,21.54,7454.96,170.66,748.79,748.79,244
kharif,PMFBY,Rajasthan,Sawai Madhopur,79.78,26811.79,536.23,1141.2,1141.2,274
kharif,PMFBY,Rajasthan,Sikar,185.47,73153.8,1463.07,3697.36,3697.36,354
kharif,PMFBY,Rajasthan,Sirohi,34.48,11473.19,239.67,636.66,636.66,163
kharif,PMFBY,Rajasthan,Tonk,169.56,58112.23,1162.24,5354.97,5354.97,326
kharif,PMFBY,Rajasthan,Udaipur,56.78,16578.42,331.57,1189.42,1189.42,484
kharif,WBCIS,Rajasthan,Barmer,0.97,290.43,14.52,14.52,14.52,40
kharif,WBCIS,Rajasthan,Bundi,0,0,0,0,0,1
kharif,WBCIS,Rajasthan,Hanumangarh,0.01,10.06,0.5032,1.26,1.26,7
kharif,WBCIS,Rajasthan,Jaisalmer,0.04,13.26,0.6632,0.9947,0.9947,6
kharif,WBCIS,Rajasthan,Jodhpur,1.07,320.63,16.03,16.03,16.03,63
kharif,WBCIS,Rajasthan,Kota,0.01,4.57,0.2284,0.4569,0.4569,4
kharif,WBCIS,Rajasthan,Pali,0.26,129.64,6.48,13.83,13.83,35
kharif,WBCIS,Rajasthan,Sirohi,1.78,892.32,44.62,49.08,49.08,38
kharif,PMFBY,Tamil Nadu,Ariyalur,3.06,1690.51,34.31,52.83,53.08,149
kharif,PMFBY,Tamil Nadu,Coimbatore,0.96,417.17,9.82,37.51,82.87,106
kharif,PMFBY,Tamil Nadu,Cuddalore,4.79,3658.62,76.21,76.78,76.78,453
kharif,PMFBY,Tamil Nadu,Dharmapuri,1.64,925.54,26.49,120.66,131.68,230
kharif,PMFBY,Tamil Nadu,Dindigul,1.48,743.24,18,37.84,39.46,191
kharif,PMFBY,Tamil Nadu,Erode,0.78,666.97,18.55,59.12,60.85,135
kharif,PMFBY,Tamil Nadu,Kanniyakumari,0.86,674.93,14.46,11.49,11.58,96
kharif,PMFBY,Tamil Nadu,Karur,3.48,1725.04,43.16,159.96,284.03,110
kharif,PMFBY,Tamil Nadu,Krishnagiri,1.19,542.34,11.12,37.7,37.71,168
kharif,PMFBY,Tamil Nadu,Madurai,2.32,1271.6,28.03,111.54,123.89,184
kharif,PMFBY,Tamil Nadu,Nagapattinam,30.95,23043.99,460.87,374.46,374.46,436
kharif,PMFBY,Tamil Nadu,Namakkal,27.77,9596.34,194.19,768.95,769.76,336
kharif,PMFBY,Tamil Nadu,Perambalur,0.13,110.35,4.02,5.41,5.49,56
kharif,PMFBY,Tamil Nadu,Pudukkottai,1.85,1214.18,24.29,67.48,67.59,222
kharif,PMFBY,Tamil Nadu,Salem,4.22,1727.34,37.63,134.02,134.64,322
kharif,PMFBY,Tamil Nadu,Sivaganga,0.14,94.69,3.64,7.3,8.65,47
kharif,PMFBY,Tamil Nadu,Thanjavur,25.5,18197.82,366.37,587.08,589.68,685
kharif,PMFBY,Tamil Nadu,The Nilgiris,0.05,85.81,4.29,1.06,1.11,26
kharif,PMFBY,Tamil Nadu,Theni,0.08,67.8,2.73,2.61,3.33,64
kharif,PMFBY,Tamil Nadu,Thiruvallur,3.19,2340.49,47.41,112.83,135.37,379
kharif,PMFBY,Tamil Nadu,Thiruvarur,20.34,16304.18,326.14,696.65,699.99,526
kharif,PMFBY,Tamil Nadu,Tiruchirappalli,0.51,398.33,11.22,16.69,21.6,152
kharif,PMFBY,Tamil Nadu,Tirunelveli,3.53,2669.16,59.68,4.63,7.61,205
kharif,PMFBY,Tamil Nadu,Tiruppur,1.44,866.27,19.49,52.88,52.88,149
kharif,PMFBY,Tamil Nadu,Tiruvannamalai,23.36,15424.5,309.01,1224.72,2289.36,964
kharif,PMFBY,Tamil Nadu,Vellore,7,5067.89,103.02,257.29,334.91,529
kharif,PMFBY,Tamil Nadu,Virudhunagar,3.8,1260.97,32.52,114.65,118.36,211
kharif,PMFBY,Tripura,Dhalai,3.54,2445.73,2.94,0,45.97,140
kharif,PMFBY,Tripura,Gomati,6.34,4375.69,4.16,55.13,89.47,168
kharif,PMFBY,Tripura,Khowai,3.03,2094.75,2.09,0,39.81,127
kharif,PMFBY,Tripura,North Tripura,3.26,2247.67,2.29,0,42.66,131
kharif,PMFBY,Tripura,Sepahijala,3.33,2299.97,2.34,28.36,46.81,175
kharif,PMFBY,Tripura,South Tripura,4.83,3335.45,3.63,13.41,64.57,177
kharif,PMFBY,Tripura,Unakoti,2.42,1670.63,1.64,0,31.78,97
kharif,PMFBY,Tripura,West Tripura,4.45,3070.14,3.39,0,58.01,166
kharif,PMFBY,Uttar Pradesh,Agra,9.46,4512.7,90.25,139.69,139.69,520
kharif,PMFBY,Uttar Pradesh,Aligarh,14.85,9940.48,198.81,154.71,154.71,787
kharif,PMFBY,Uttar Pradesh,Ambedkar Nagar,14.6,11341.97,226.84,214.93,214.93,904
kharif,PMFBY,Uttar Pradesh,Amethi,21.73,14671.64,293.43,305.17,305.17,683
kharif,PMFBY,Uttar Pradesh,Amroha,0.91,553.87,11.08,7.71,7.71,267
kharif,PMFBY,Uttar Pradesh,Auraiya,10.8,8043.15,160.86,114.18,114.18,453
kharif,PMFBY,Uttar Pradesh,Azamgarh,7.83,4872.06,97.44,106.45,106.45,1434
kharif,PMFBY,Uttar Pradesh,Baghpat,0.26,202.72,4.05,1.93,1.93,70
kharif,PMFBY,Uttar Pradesh,Bahraich,34.67,22977.72,459.55,657.97,657.97,1031
kharif,PMFBY,Uttar Pradesh,Ballia,21.23,12949.75,258.99,409.76,409.76,832
kharif,PMFBY,Uttar Pradesh,Balrampur,4.91,3163.2,63.26,95.05,95.05,585
kharif,PMFBY,Uttar Pradesh,Banda,36.31,13263.58,265.27,1269.95,1269.95,465
kharif,PMFBY,Uttar Pradesh,Barabanki,54.5,42785.6,855.71,1031.13,1031.13,1161
kharif,PMFBY,Uttar Pradesh,Bareilly,6.34,4090.85,81.82,60.36,60.36,876
kharif,PMFBY,Uttar Pradesh,Basti,29.35,20493.74,409.87,512.34,512.34,1237
kharif,PMFBY,Uttar Pradesh,Bhadohi,3.59,2758.46,55.17,89.47,89.47,421
kharif,PMFBY,Uttar Pradesh,Bijnor,1.04,725.05,14.5,9.97,9.97,352
kharif,PMFBY,Uttar Pradesh,Budaun,9.21,5206.52,104.13,65.64,65.64,873
kharif,PMFBY,Uttar Pradesh,Bulandshahr,32.23,24093.77,481.87,144.57,144.57,859
kharif,PMFBY,Uttar Pradesh,Chandauli,12.32,10128.57,202.57,126.62,126.62,634
kharif,PMFBY,Uttar Pradesh,Chitrakoot,16,6483.59,129.67,584.49,584.49,328
kharif,PMFBY,Uttar Pradesh,Deoria,23.82,14459.92,289.2,384.16,384.25,1046
kharif,PMFBY,Uttar Pradesh,Etah,4.56,2833.43,56.67,70.11,70.11,459
kharif,PMFBY,Uttar Pradesh,Etawah,14.75,10545.02,210.9,139.79,139.79,443
kharif,PMFBY,Uttar Pradesh,Farrukhabad,5.3,3203.9,64.08,130.02,130.02,506
kharif,PMFBY,Uttar Pradesh,Fatehpur,42.64,29514.73,590.29,620.14,620.14,751
kharif,PMFBY,Uttar Pradesh,Firozabad,11.7,6135.97,122.72,135.8,135.8,527
kharif,PMFBY,Uttar Pradesh,Gautam Buddha Nagar,3.55,2582.15,51.64,69.72,69.72,126
kharif,PMFBY,Uttar Pradesh,Ghaziabad,0.59,420.55,8.41,3.78,3.78,91
kharif,PMFBY,Uttar Pradesh,Ghazipur,20.07,12723.42,254.47,153.24,153.24,1135
kharif,PMFBY,Uttar Pradesh,Gonda,6.56,4195.1,83.9,73.86,73.86,978
kharif,PMFBY,Uttar Pradesh,Gorakhpur,28.96,19098.25,381.96,1134.41,1134.41,1232
kharif,PMFBY,Uttar Pradesh,Hamirpur,49.73,8679.48,173.59,565.09,565.09,336
kharif,PMFBY,Uttar Pradesh,Hapur,1.19,937.52,18.75,9.84,9.84,191
kharif,PMFBY,Uttar Pradesh,Hardoi,24.79,16046.95,320.94,326.86,326.86,1125
kharif,PMFBY,Uttar Pradesh,Hathras,4.35,2187.61,43.75,55.42,55.42,398
kharif,PMFBY,Uttar Pradesh,Jalaun,76.58,13440.7,268.81,1225.23,1225.23,562
kharif,PMFBY,Uttar Pradesh,Jaunpur,6.94,4412.27,88.24,56.04,56.04,1321
kharif,PMFBY,Uttar Pradesh,Jhansi,192.1,51746.23,1034.91,3580.86,3580.86,491
kharif,PMFBY,Uttar Pradesh,Kannauj,15.66,8038.07,160.76,45.11,45.11,459
kharif,PMFBY,Uttar Pradesh,Kanpur Dehat,31.27,22079.69,441.59,528.22,528.22,618
kharif,PMFBY,Uttar Pradesh,Kanpur Nagar,27.84,17919.63,358.39,355.91,355.91,372
kharif,PMFBY,Uttar Pradesh,Kasganj,4.19,2428.76,48.57,95.91,95.91,355
kharif,PMFBY,Uttar Pradesh,Kaushambi,11.15,6988.83,139.78,140.14,140.22,467
kharif,PMFBY,Uttar Pradesh,Kheri,2.91,2325.62,46.51,34.88,34.88,600
kharif,PMFBY,Uttar Pradesh,Kushi Nagar,21.22,14459.4,289.19,426.55,426.55,1051
kharif,PMFBY,Uttar Pradesh,Lalitpur,189.72,62577.65,1251.55,6839.91,6839.91,413
kharif,PMFBY,Uttar Pradesh,Lucknow,11.43,7356.94,147.14,257.6,257.6,419
kharif,PMFBY,Uttar Pradesh,Mahoba,59.98,14271.66,285.43,1370.6,1473.13,270
kharif,PMFBY,Uttar Pradesh,Mainpuri,5.79,4174.47,83.49,121.11,121.11,501
kharif,PMFBY,Uttar Pradesh,Mathura,85.49,48700.7,974.01,1319.16,1319.16,507
kharif,PMFBY,Uttar Pradesh,Mau,6.1,3782.88,75.66,150.94,150.94,625
kharif,PMFBY,Uttar Pradesh,Meerut,0.19,150.14,3,1.58,1.58,137
kharif,PMFBY,Uttar Pradesh,Mirzapur,32.18,21426.01,428.52,614.15,614.15,707
kharif,PMFBY,Uttar Pradesh,Moradabad,2.86,1851.01,37.02,27.77,27.77,481
kharif,PMFBY,Uttar Pradesh,Muzaffarnagar,0.37,251.65,5.03,10.19,10.19,60
kharif,PMFBY,Uttar Pradesh,Pilibhit,10.07,8423.3,168.47,84.23,84.23,662
kharif,PMFBY,Uttar Pradesh,Pratapgarh,21.77,14166.24,283.32,268.35,268.35,1076
kharif,PMFBY,Uttar Pradesh,Rae Bareli,50.15,33255.84,665.11,665.76,665.76,909
kharif,PMFBY,Uttar Pradesh,Rampur,13,8559.63,171.19,106.99,106.99,666
kharif,PMFBY,Uttar Pradesh,Saharanpur,0.91,635.1,12.7,11.44,11.44,343
kharif,PMFBY,Uttar Pradesh,Sambhal,3.03,1937.91,38.76,21.15,21.15,429
kharif,PMFBY,Uttar Pradesh,Shahjahanpur,6.18,5163.47,103.27,77.5,77.5,740
kharif,PMFBY,Uttar Pradesh,Shamli,0.4,301.33,6.03,9.34,9.34,115
kharif,PMFBY,Uttar Pradesh,Siddharth Nagar,23.4,17144.45,342.89,428.61,428.61,1197
kharif,PMFBY,Uttar Pradesh,Sitapur,17.04,11073.55,221.47,194.61,194.61,1249
kharif,PMFBY,Uttar Pradesh,Sonbhadra,25.55,16950.14,339,1009.39,1009.39,585
kharif,PMFBY,Uttar Pradesh,Sultanpur,15.54,11843.44,236.87,463.67,463.67,922
kharif,PMFBY,Uttar Pradesh,Unnao,27.28,14510.85,290.22,403.77,403.77,810
kharif,PMFBY,Uttar Pradesh,Varanasi,5.31,3580.5,71.61,71.54,71.54,570
kharif,WBCIS,Uttar Pradesh,Bahraich,0.06,78.35,3.92,1.18,1.18,3
kharif,WBCIS,Uttar Pradesh,Ballia,0,0.202,0.0101,0.0101,0.0101,1
kharif,WBCIS,Uttar Pradesh,Barabanki,0.03,40.54,2.03,0.6081,0.6081,4
kharif,WBCIS,Uttar Pradesh,Budaun,0,0.0445,0.0022,0.0045,0.0111,3
kharif,WBCIS,Uttar Pradesh,Deoria,0,2.96,0.1479,0.1036,0.1036,1
kharif,WBCIS,Uttar Pradesh,Fatehpur,0.01,8.78,0.439,0.3027,0.3027,7
kharif,WBCIS,Uttar Pradesh,Firozabad,0.16,82.22,4.11,4.11,4.11,1
kharif,WBCIS,Uttar Pradesh,Gonda,0.01,8.6,0.4302,0.1291,0.1291,3
kharif,WBCIS,Uttar Pradesh,Gorakhpur,0,5.03,0.2516,0.1761,0.1761,1
kharif,WBCIS,Uttar Pradesh,Kaushambi,0.01,20.07,1,0.7024,0.7024,2
kharif,WBCIS,Uttar Pradesh,Kheri,0.06,80.84,4.04,2.83,2.83,10
kharif,WBCIS,Uttar Pradesh,Kushi Nagar,1.6,2182.51,109.13,76.39,76.39,10
kharif,WBCIS,Uttar Pradesh,Mirzapur,0.25,123.33,6.17,9.25,9.25,3
kharif,WBCIS,Uttar Pradesh,Sitapur,0.03,42.54,2.13,2,2,10
kharif,WBCIS,Uttar Pradesh,Varanasi,0,1.22,0.0608,0.0365,0.0365,1
kharif,PMFBY,Uttarakhand,Almora,1.31,612.69,12.25,10.18,10.18,16
kharif,PMFBY,Uttarakhand,Bageshwar,0.64,280.41,5.61,1.15,1.15,7
kharif,PMFBY,Uttarakhand,Chamoli,0.07,32.29,0.6458,0,0,12
kharif,PMFBY,Uttarakhand,Champawat,0.21,107.9,2.16,2.37,2.37,7
kharif,PMFBY,Uttarakhand,Dehradun,0.57,403.09,8.06,9.05,9.05,28
kharif,PMFBY,Uttarakhand,Nainital,1.23,1050.93,21.02,13.48,13.48,22
kharif,PMFBY,Uttarakhand,Pithoragarh,1.68,720.18,14.4,4.2,4.2,13
kharif,PMFBY,Uttarakhand,Rudra Prayag,0.74,326.76,6.54,0,0,4
kharif,PMFBY,Uttarakhand,Tehri Garhwal,0.32,165.4,3.31,3.07,3.07,14
kharif,PMFBY,Uttarakhand,Uttar Kashi,0.94,674.99,13.5,1.62,1.62,10
kharif,WBCIS,Uttarakhand,Almora,1.86,1495.8,74.79,34.08,34.08,16
kharif,WBCIS,Uttarakhand,Bageshwar,0.61,460.59,23.03,18.45,18.45,7
kharif,WBCIS,Uttarakhand,Chamoli,0.41,347.14,17.36,43.1,43.1,12
kharif,WBCIS,Uttarakhand,Champawat,2.8,2488.01,124.4,136.49,136.49,7
kharif,WBCIS,Uttarakhand,Dehradun,5.28,4762.17,238.11,416.07,416.07,7
kharif,WBCIS,Uttarakhand,Nainital,12.26,9333.21,466.66,960.08,960.08,7
kharif,WBCIS,Uttarakhand,Pithoragarh,4.73,3739.94,187,349.67,349.67,13
kharif,WBCIS,Uttarakhand,Rudra Prayag,0.09,71.05,3.55,6.81,6.81,4
kharif,WBCIS,Uttarakhand,Tehri Garhwal,2.33,1816.9,90.85,218.03,218.03,14
kharif,WBCIS,Uttarakhand,Uttar Kashi,1.78,1353.23,67.66,166.36,166.36,10
rabi,PMFBY,Assam,Baksa,18.71,18541.29,7.23,110.49,765.87,13
rabi,PMFBY,Assam,Barpeta,71.41,60974.21,0.9138,127.77,1621.61,8
rabi,PMFBY,Assam,Bongaigaon,65.88,46997.01,1.86,579.86,913.6,3
rabi,PMFBY,Assam,Cachar,10.87,8103.42,1.26,328.81,308.72,5
rabi,PMFBY,Assam,Chirang,9.85,7054.39,0.43,30.88,124.95,3
rabi,PMFBY,Assam,Darrang,32.18,20915,1.35,151.72,465.78,4
rabi,PMFBY,Assam,Dhemaji,15.35,12465.98,1.25,70.33,231.79,4
rabi,PMFBY,Assam,Dhubri,61.07,45478.67,1.02,264.59,796.49,8
rabi,PMFBY,Assam,Dibrugarh,0.4,133.17,0.0047,0.5993,2.06,4
rabi,PMFBY,Assam,Dima Hasao,7.07,6914.38,0.1359,2.11,342.53,4
rabi,PMFBY,Assam,Goalpara,42.83,33030.07,0.9272,143.64,751.07,5
rabi,PMFBY,Assam,Golaghat,7.48,5672.99,0.3803,15.41,162.57,6
rabi,PMFBY,Assam,Hailakandi,9.44,7411.32,0.1771,37.29,132.39,4
rabi,PMFBY,Assam,Jorhat,20.07,13336.08,0.449,65.8,249.03,6
rabi,PMFBY,Assam,Kamrup,36.14,24903.36,1.47,146.68,545.75,11
rabi,PMFBY,Assam,Karbi Anglong,22.88,19398.54,2.05,72.19,615.45,4
rabi,PMFBY,Assam,Karimganj,16.06,10988.16,0.3411,603.25,317.31,5
rabi,PMFBY,Assam,Kokrajhar,38.46,33123.6,0.4404,195.44,801.22,4
rabi,PMFBY,Assam,Lakhimpur,29,20500.67,0.6418,226.7,496.52,7
rabi,PMFBY,Assam,Nagaon,109.89,92473.4,2.67,575.14,3158.88,11
rabi,PMFBY,Assam,Nalbari,16.65,11209.16,0.9187,64.4,220.11,7
rabi,PMFBY,Assam,Sivasagar,2.11,1701.63,1.56,5.01,71.09,7
rabi,PMFBY,Assam,Sonitpur,24.38,19404.17,0.7242,140.7,396.26,8
rabi,PMFBY,Assam,Tinsukia,9,11718.88,0.1061,317.09,619.31,4
rabi,PMFBY,Assam,Udalguri,13.04,10294.37,4.53,22.35,315.96,5
rabi,PMFBY,Chhattisgarh,Balod,3.32,1167.06,17.51,86.46,86.46,154
rabi,PMFBY,Chhattisgarh,Baloda Bazar,0.41,114.81,1.72,10.6,10.6,90
rabi,PMFBY,Chhattisgarh,Balrampur,0.94,239.9,3.6,8.96,8.96,177
rabi,PMFBY,Chhattisgarh,Bastar,0.1,28,0.42,0.7491,0.7491,10
rabi,PMFBY,Chhattisgarh,Bemetara,110.12,40121.36,601.82,2771.88,2771.88,677
rabi,PMFBY,Chhattisgarh,Bilaspur,0.79,144.28,2.16,4.43,4.43,98
rabi,PMFBY,Chhattisgarh,Dhamtari,2.58,771.7,11.58,52.89,52.89,92
rabi,PMFBY,Chhattisgarh,Durg,32.9,11335.49,170.03,816.16,816.16,354
rabi,PMFBY,Chhattisgarh,Gariyaband,0.04,11.34,0.1701,1.04,1.04,4
rabi,PMFBY,Chhattisgarh,Janjgir-champa,0.04,7.67,0.115,0.1342,0.1342,12
rabi,PMFBY,Chhattisgarh,Kondagaon,0.02,4.17,0.0625,0.4874,0.4874,2
rabi,PMFBY,Chhattisgarh,Korba,0.02,3.79,0.0569,0.2561,0.2561,10
rabi,PMFBY,Chhattisgarh,Mahasamund,0.24,60.75,0.9113,2.58,2.58,9
rabi,PMFBY,Chhattisgarh,Mungeli,10.36,1864.24,27.96,93.51,93.51,321
rabi,PMFBY,Chhattisgarh,Raigarh,0.33,100.48,1.51,2.57,2.57,68
rabi,PMFBY,Chhattisgarh,Raipur,0.28,70.2,1.05,4.04,4.04,99
rabi,PMFBY,Chhattisgarh,Rajnandgaon,120.75,38767.56,581.51,2115.48,2115.48,950
rabi,PMFBY,Chhattisgarh,Sukma,0,0.216,0.0032,0.0065,0.0065,1
rabi,PMFBY,Chhattisgarh,Surajpur,1.97,505.77,7.59,14.15,14.15,186
rabi,PMFBY,Chhattisgarh,Surguja,1.29,314.49,4.72,16.56,16.56,215
rabi,WBCIS,Chhattisgarh,Balod,0.17,160.17,8.01,7.79,7.79,25
rabi,WBCIS,Chhattisgarh,Baloda Bazar,0.09,75.82,3.79,5.51,5.51,22
rabi,WBCIS,Chhattisgarh,Balrampur,0.02,19.52,0.9761,2.1,2.1,18
rabi,WBCIS,Chhattisgarh,Bastar,0.05,46.91,2.35,2.65,2.65,10
rabi,WBCIS,Chhattisgarh,Bemetara,0.46,443.85,22.19,28.25,28.25,27
rabi,WBCIS,Chhattisgarh,Bilaspur,0.11,100.52,5.03,8.28,8.28,22
rabi,WBCIS,Chhattisgarh,Dhamtari,0.04,39.7,1.99,2.96,2.96,15
rabi,WBCIS,Chhattisgarh,Durg,0.97,926.86,46.34,90.95,90.95,21
rabi,WBCIS,Chhattisgarh,Gariyaband,0.03,31.57,1.58,1.06,1.06,10
rabi,WBCIS,Chhattisgarh,Janjgir-champa,0.05,40.92,2.05,1.69,1.69,21
